H_ID,H_orp_code,H_orp_name,H_address_city,H_address_city_code,H_address_district,H_address_district_code,H_date,H_persons,H_persons_0005,H_persons_0617,H_persons_1899,H_income,H_venr_car_private,H_venr_car_company,H_venr_util,H_venr_other,H_venr_bike,H_region,H_munpop
1863,6204,Bøeclav,NA,NA,NA,NA,04/07/2018,4,0,2,2,30 001–50 000 Kè,1,0,0,0,4,Jihomoravskı kraj,2 000-4 999
1864,8119,Ostrava,NA,NA,NA,NA,29/11/2017,2,1,0,2,30 001–50 000 Kè,1,0,0,0,3,Moravskoslezskı kraj,100 000+
1865,6216,Šlapanice,NA,NA,NA,NA,09/04/2019,3,0,0,3,NA,1,0,1,0,3,Jihomoravskı kraj,1 000-1 999
1866,7101,Hranice,NA,NA,NA,NA,03/04/2019,2,0,0,2,30 001–50 000 Kè,0,0,0,0,0,Olomouckı kraj,10 000-19 999
1867,8108,Havíøov,NA,NA,NA,NA,10/05/2018,2,0,0,2,NA,1,0,0,0,1,Moravskoslezskı kraj,2 000-4 999
1868,6207,Hustopeèe,NA,NA,NA,NA,23/11/2017,2,1,0,2,nevím/nechci odpovídat,1,0,0,0,3,Jihomoravskı kraj,5 000-9 999
1869,4213,Teplice,NA,NA,NA,NA,28/03/2019,3,1,0,2,NA,1,0,0,0,0,Ústeckı kraj,10 000-19 999
1870,5108,Tanvald,NA,NA,NA,NA,22/05/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Libereckı kraj,5 000-9 999
1871,5307,Litomyšl,NA,NA,NA,NA,30/08/2018,2,0,0,2,NA,1,1,0,0,2,Pardubickı kraj,do 999
1872,8108,Havíøov,NA,NA,NA,NA,14/08/2018,2,0,0,2,30 001–50 000 Kè,0,0,0,0,1,Moravskoslezskı kraj,50 000-99 999
1873,8117,Opava,NA,NA,NA,NA,12/06/2018,4,0,0,4,50 001 Kè a více,1,0,0,0,4,Moravskoslezskı kraj,5 000-9 999
1874,3214,Sušice,NA,NA,NA,NA,16/04/2019,3,0,1,2,22 001–30 000 Kè,1,0,0,0,0,Plzeòskı kraj,10 000-19 999
1875,7213,Zlín,NA,NA,NA,NA,22/08/2018,3,0,0,3,NA,1,0,0,0,3,Zlínskı kraj,do 999
1876,6203,Brno,NA,NA,NA,NA,07/02/2019,1,0,0,1,50 001 Kè a více,1,0,0,0,3,Jihomoravskı kraj,100 000+
1877,5105,Liberec,NA,NA,NA,NA,30/05/2018,3,0,0,3,30 001–50 000 Kè,1,0,0,0,3,Libereckı kraj,100 000+
1878,6204,Bøeclav,NA,NA,NA,NA,11/04/2019,2,0,0,2,NA,0,0,0,0,2,Jihomoravskı kraj,2 000-4 999
1879,3209,Plzeò,NA,NA,NA,NA,03/04/2019,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Plzeòskı kraj,100 000+
1880,1000,Praha,NA,NA,NA,NA,23/11/2017,3,1,1,2,30 001–50 000 Kè,1,0,0,0,2,Hlavní mìsto Praha,100 000+
1881,4210,Podboøany,NA,NA,NA,NA,02/10/2018,1,0,0,1,NA,0,0,0,0,0,Ústeckı kraj,5 000-9 999
1882,5311,Pøelouè,NA,NA,NA,NA,11/07/2018,3,0,2,1,22 001–30 000 Kè,1,0,0,0,3,Pardubickı kraj,do 999
1883,1000,Praha,NA,NA,NA,NA,13/09/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
1884,7109,Pøerov,NA,NA,NA,NA,02/04/2019,4,0,2,2,30 001–50 000 Kè,1,0,0,0,4,Olomouckı kraj,20 000-49 999
1885,7101,Hranice,NA,NA,NA,NA,03/04/2019,4,0,2,2,30 001–50 000 Kè,1,0,0,0,4,Olomouckı kraj,10 000-19 999
1886,4202,Dìèín,NA,NA,NA,NA,04/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,20 000-49 999
1887,1000,Praha,NA,NA,NA,NA,02/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,1,2,Hlavní mìsto Praha,100 000+
1888,6104,Chotìboø,NA,NA,NA,NA,05/02/2019,4,0,2,2,NA,1,0,0,0,4,Kraj Vysoèina,do 999
1889,6203,Brno,NA,NA,NA,NA,15/05/2018,2,0,0,2,NA,0,0,0,0,2,Jihomoravskı kraj,100 000+
1890,2105,Èernošice,NA,NA,NA,NA,17/07/2018,1,0,0,1,NA,1,0,0,0,1,Støedoèeskı kraj,2 000-4 999
1891,1000,Praha,NA,NA,NA,NA,08/08/2018,3,1,0,2,50 001 Kè a více,1,1,0,0,2,Hlavní mìsto Praha,100 000+
1892,1000,Praha,NA,NA,NA,NA,14/08/2018,4,2,0,2,30 001–50 000 Kè,2,0,0,0,4,Hlavní mìsto Praha,100 000+
1893,5205,Hradec Králové,NA,NA,NA,NA,30/11/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Královéhradeckı kraj,50 000-99 999
1894,1000,Praha,NA,NA,NA,NA,06/06/2018,2,0,0,2,NA,0,0,0,0,0,Hlavní mìsto Praha,100 000+
1895,1000,Praha,NA,NA,NA,NA,03/04/2019,3,0,0,3,30 001–50 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
1896,1000,Praha,NA,NA,NA,NA,03/04/2019,4,0,2,2,30 001–50 000 Kè,2,0,0,0,5,Hlavní mìsto Praha,100 000+
1897,1000,Praha,NA,NA,NA,NA,03/04/2019,2,0,0,2,15 001–22 000 Kè,1,0,0,0,2,Hlavní mìsto Praha,100 000+
1898,1000,Praha,NA,NA,NA,NA,07/02/2019,4,1,1,2,30 001–50 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
1899,5106,Novı Bor,NA,NA,NA,NA,15/05/2018,3,0,1,2,30 001–50 000 Kè,2,0,0,0,2,Libereckı kraj,1 000-1 999
1900,6201,Blansko,NA,NA,NA,NA,11/10/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Jihomoravskı kraj,20 000-49 999
1901,1000,Praha,NA,NA,NA,NA,12/02/2019,2,0,0,2,30 001–50 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
1902,1000,Praha,NA,NA,NA,NA,16/10/2018,4,0,0,4,NA,1,0,0,0,3,Hlavní mìsto Praha,100 000+
1903,6203,Brno,NA,NA,NA,NA,22/11/2017,2,0,0,2,22 001–30 000 Kè,0,0,0,1,3,Jihomoravskı kraj,100 000+
1904,1000,Praha,NA,NA,NA,NA,26/09/2018,2,0,0,2,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
1905,1000,Praha,NA,NA,NA,NA,22/08/2018,3,0,1,2,22 001–30 000 Kè,1,1,0,0,2,Hlavní mìsto Praha,100 000+
1906,1000,Praha,NA,NA,NA,NA,17/07/2018,1,0,0,1,30 001–50 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
1907,8119,Ostrava,NA,NA,NA,NA,20/02/2019,4,0,2,2,30 001–50 000 Kè,0,1,0,1,0,Moravskoslezskı kraj,100 000+
1908,7204,Luhaèovice,NA,NA,NA,NA,30/10/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,1,Zlínskı kraj,5 000-9 999
1909,5309,Pardubice,NA,NA,NA,NA,10/07/2018,4,0,2,2,30 001–50 000 Kè,1,0,0,0,0,Pardubickı kraj,50 000-99 999
1910,5205,Hradec Králové,NA,NA,NA,NA,09/10/2018,3,0,1,2,30 001–50 000 Kè,0,0,0,0,3,Královéhradeckı kraj,50 000-99 999
1911,5202,Dobruška,NA,NA,NA,NA,07/03/2019,3,0,0,3,30 001–50 000 Kè,2,0,0,0,0,Královéhradeckı kraj,5 000-9 999
1912,4102,Cheb,NA,NA,NA,NA,01/08/2018,2,0,0,2,NA,0,0,0,0,0,Karlovarskı kraj,20 000-49 999
1913,4103,Karlovy Vary,NA,NA,NA,NA,08/08/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Karlovarskı kraj,20 000-49 999
1914,4106,Ostrov,NA,NA,NA,NA,12/02/2019,3,0,2,1,22 001–30 000 Kè,1,0,0,0,2,Karlovarskı kraj,10 000-19 999
1915,3210,Pøeštice,NA,NA,NA,NA,03/04/2019,4,0,0,4,50 001 Kè a více,3,0,0,0,2,Plzeòskı kraj,5 000-9 999
1916,3108,Písek,NA,NA,NA,NA,10/07/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Jihoèeskı kraj,2 000-4 999
1917,2105,Èernošice,NA,NA,NA,NA,17/10/2018,3,0,1,2,NA,1,1,0,0,0,Støedoèeskı kraj,5 000-9 999
1918,2118,Nymburk,NA,NA,NA,NA,20/09/2018,3,0,0,3,30 001–50 000 Kè,1,0,0,0,0,Støedoèeskı kraj,1 000-1 999
1919,2115,Mladá Boleslav,NA,NA,NA,NA,31/07/2018,2,0,0,2,9 201–15 000 Kè,0,0,0,0,1,Støedoèeskı kraj,5 000-9 999
1920,3108,Písek,NA,NA,NA,NA,23/11/2017,5,0,0,5,nevím/nechci odpovídat,2,0,0,1,3,Jihoèeskı kraj,20 000-49 999
1921,1000,Praha,NA,NA,NA,NA,01/08/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
1922,1000,Praha,NA,NA,NA,NA,19/06/2018,4,1,1,2,NA,1,0,0,0,0,Hlavní mìsto Praha,100 000+
1923,1000,Praha,NA,NA,NA,NA,05/03/2019,2,0,0,2,NA,2,0,0,0,1,Hlavní mìsto Praha,100 000+
1924,1000,Praha,NA,NA,NA,NA,22/08/2018,4,0,1,3,30 001–50 000 Kè,2,0,0,0,3,Hlavní mìsto Praha,100 000+
1925,1000,Praha,NA,NA,NA,NA,20/02/2019,3,1,0,2,50 001 Kè a více,1,0,0,0,2,Hlavní mìsto Praha,100 000+
1926,1000,Praha,NA,NA,NA,NA,31/07/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
1927,1000,Praha,NA,NA,NA,NA,02/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
1928,1000,Praha,NA,NA,NA,NA,02/08/2018,1,0,0,1,NA,0,0,0,0,0,Hlavní mìsto Praha,100 000+
1929,1000,Praha,NA,NA,NA,NA,07/02/2019,1,0,0,1,22 001–30 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
1930,8119,Ostrava,NA,NA,NA,NA,14/11/2017,1,0,0,1,nevím/nechci odpovídat,0,0,0,0,0,Moravskoslezskı kraj,100 000+
1931,2102,Beroun,NA,NA,NA,NA,30/05/2018,2,0,0,2,NA,2,0,0,0,0,Støedoèeskı kraj,do 999
1932,8119,Ostrava,NA,NA,NA,NA,21/11/2017,1,0,0,1,nevím/nechci odpovídat,0,0,0,0,1,Moravskoslezskı kraj,100 000+
1933,2124,Slanı,NA,NA,NA,NA,06/03/2019,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Støedoèeskı kraj,10 000-19 999
1934,2102,Beroun,NA,NA,NA,NA,04/07/2018,4,2,0,2,30 001–50 000 Kè,2,0,0,0,1,Støedoèeskı kraj,10 000-19 999
1935,2104,Èáslav,NA,NA,NA,NA,13/09/2018,4,1,1,2,22 001–30 000 Kè,1,1,0,0,2,Støedoèeskı kraj,1 000-1 999
1936,2120,Pøíbram,NA,NA,NA,NA,06/03/2019,1,0,0,1,15 001–22 000 Kè,0,0,0,0,0,Støedoèeskı kraj,20 000-49 999
1937,1000,Praha,NA,NA,NA,NA,06/09/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
1938,2102,Beroun,NA,NA,NA,NA,28/02/2019,2,0,0,2,NA,1,0,0,0,2,Støedoèeskı kraj,5 000-9 999
1939,1000,Praha,NA,NA,NA,NA,26/07/2018,3,0,1,2,30 001–50 000 Kè,1,0,1,1,0,Hlavní mìsto Praha,100 000+
1940,2102,Beroun,NA,NA,NA,NA,18/07/2018,4,2,0,2,NA,1,1,1,0,8,Støedoèeskı kraj,do 999
1941,3201,Blovice,NA,NA,NA,NA,22/05/2018,2,0,0,2,22 001–30 000 Kè,2,0,0,0,0,Plzeòskı kraj,2 000-4 999
1942,3205,Klatovy,NA,NA,NA,NA,15/11/2018,2,0,0,2,30 001–50 000 Kè,1,0,1,0,0,Plzeòskı kraj,2 000-4 999
1943,3209,Plzeò,NA,NA,NA,NA,20/02/2019,2,0,0,2,22 001–30 000 Kè,2,0,0,0,2,Plzeòskı kraj,do 999
1944,3209,Plzeò,NA,NA,NA,NA,21/02/2019,5,0,2,3,30 001–50 000 Kè,1,0,0,0,3,Plzeòskı kraj,do 999
1945,4207,Louny,NA,NA,NA,NA,18/04/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,2 000-4 999
1946,5214,Trutnov,NA,NA,NA,NA,08/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,1,Královéhradeckı kraj,20 000-49 999
1947,2101,Benešov,NA,NA,NA,NA,30/11/2017,2,0,0,2,nevím/nechci odpovídat,0,0,0,0,0,Støedoèeskı kraj,10 000-19 999
1948,6203,Brno,NA,NA,NA,NA,22/08/2018,3,1,0,2,22 001–30 000 Kè,1,0,0,0,1,Jihomoravskı kraj,100 000+
1949,2101,Benešov,NA,NA,NA,NA,08/11/2017,1,0,0,1,22 001–30 000 Kè,1,0,0,0,0,Støedoèeskı kraj,10 000-19 999
1950,8119,Ostrava,NA,NA,NA,NA,24/07/2018,5,2,1,2,50 001 Kè a více,1,1,0,0,4,Moravskoslezskı kraj,100 000+
1951,3110,Sobìslav,NA,NA,NA,NA,06/02/2019,5,0,3,2,NA,1,0,0,0,5,Jihoèeskı kraj,5 000-9 999
1952,5105,Liberec,NA,NA,NA,NA,18/04/2019,2,0,1,1,15 001–22 000 Kè,1,0,0,0,0,Libereckı kraj,100 000+
1953,4213,Teplice,NA,NA,NA,NA,07/03/2019,2,0,0,2,NA,1,0,0,0,0,Ústeckı kraj,5 000-9 999
1954,8104,Èeskı Tìšín,NA,NA,NA,NA,05/02/2019,2,0,0,2,22 001–30 000 Kè,0,0,0,0,2,Moravskoslezskı kraj,1 000-1 999
1955,8111,Karviná,NA,NA,NA,NA,09/08/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,2,Moravskoslezskı kraj,50 000-99 999
1956,6102,Havlíèkùv Brod,NA,NA,NA,NA,09/11/2017,1,0,0,1,15 001–22 000 Kè,0,0,0,0,0,Kraj Vysoèina,2 000-4 999
1957,8119,Ostrava,NA,NA,NA,NA,28/06/2018,1,0,0,1,22 001–30 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,100 000+
1958,7111,Šumperk,NA,NA,NA,NA,17/05/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Olomouckı kraj,2 000-4 999
1959,5207,Jièín,NA,NA,NA,NA,01/11/2018,2,0,0,2,NA,1,0,0,0,0,Královéhradeckı kraj,2 000-4 999
1960,5207,Jièín,NA,NA,NA,NA,30/10/2018,4,0,2,2,NA,1,0,0,0,4,Královéhradeckı kraj,2 000-4 999
1961,8119,Ostrava,NA,NA,NA,NA,31/10/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,1,Moravskoslezskı kraj,100 000+
1962,7104,Lipník nad Beèvou,NA,NA,NA,NA,22/05/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,1,Olomouckı kraj,do 999
1963,3202,Domalice,NA,NA,NA,NA,14/08/2018,4,0,0,4,22 001–30 000 Kè,0,0,0,0,2,Plzeòskı kraj,do 999
1964,7113,Zábøeh,NA,NA,NA,NA,31/07/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,2,Olomouckı kraj,10 000-19 999
1965,7212,Vsetín,NA,NA,NA,NA,07/11/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Zlínskı kraj,20 000-49 999
1966,1000,Praha,NA,NA,NA,NA,21/03/2019,1,0,0,1,NA,0,0,0,0,1,Hlavní mìsto Praha,100 000+
1967,5215,Vrchlabí,NA,NA,NA,NA,07/02/2019,3,0,1,2,22 001–30 000 Kè,1,0,0,0,0,Královéhradeckı kraj,10 000-19 999
1968,7103,Konice,NA,NA,NA,NA,23/04/2019,4,1,0,3,NA,1,0,0,0,0,Olomouckı kraj,2 000-4 999
1969,1000,Praha,NA,NA,NA,NA,26/09/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
1970,7210,Valašské Meziøíèí,NA,NA,NA,NA,06/06/2018,4,0,1,3,NA,2,0,0,0,1,Zlínskı kraj,20 000-49 999
1971,3214,Sušice,NA,NA,NA,NA,17/04/2019,3,0,0,3,30 001–50 000 Kè,1,0,1,0,0,Plzeòskı kraj,10 000-19 999
1972,5205,Hradec Králové,NA,NA,NA,NA,10/10/2017,2,0,0,2,30 001–50 000 Kè,1,0,0,0,2,Královéhradeckı kraj,50 000-99 999
1973,5304,Chrudim,NA,NA,NA,NA,09/11/2017,3,0,2,1,22 001–30 000 Kè,0,0,0,0,3,Pardubickı kraj,20 000-49 999
1974,7113,Zábøeh,NA,NA,NA,NA,08/11/2018,4,1,0,3,22 001–30 000 Kè,1,0,0,0,3,Olomouckı kraj,do 999
1975,4103,Karlovy Vary,NA,NA,NA,NA,19/02/2019,1,0,0,1,ménì ne 9 200 Kè,0,0,0,0,0,Karlovarskı kraj,20 000-49 999
1976,3211,Rokycany,NA,NA,NA,NA,06/03/2019,4,1,1,2,50 001 Kè a více,2,0,0,0,2,Plzeòskı kraj,do 999
1977,5307,Litomyšl,NA,NA,NA,NA,15/11/2018,2,0,0,2,NA,1,0,0,0,1,Pardubickı kraj,1 000-1 999
1978,5107,Semily,NA,NA,NA,NA,19/07/2018,3,1,0,2,22 001–30 000 Kè,1,0,0,0,0,Libereckı kraj,5 000-9 999
1979,7213,Zlín,NA,NA,NA,NA,09/10/2018,4,0,2,2,NA,1,0,0,0,3,Zlínskı kraj,do 999
1980,6113,Tøebíè,NA,NA,NA,NA,03/06/2018,4,0,1,3,NA,1,0,0,0,4,Kraj Vysoèina,20 000-49 999
1981,7213,Zlín,NA,NA,NA,NA,03/10/2018,3,0,0,3,NA,1,0,0,0,0,Zlínskı kraj,do 999
1982,7213,Zlín,NA,NA,NA,NA,05/09/2018,3,0,0,3,NA,3,0,0,0,1,Zlínskı kraj,1 000-1 999
1983,7111,Šumperk,NA,NA,NA,NA,07/11/2018,4,0,1,3,NA,1,0,0,0,4,Olomouckı kraj,2 000-4 999
1984,6202,Boskovice,NA,NA,NA,NA,09/08/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,1,0,Jihomoravskı kraj,do 999
1985,4103,Karlovy Vary,NA,NA,NA,NA,06/09/2018,4,0,1,3,50 001 Kè a více,1,0,0,0,3,Karlovarskı kraj,20 000-49 999
1986,6110,Pelhøimov,NA,NA,NA,NA,09/10/2018,2,0,0,2,NA,1,0,0,0,0,Kraj Vysoèina,do 999
1987,3112,Tábor,NA,NA,NA,NA,01/11/2018,2,0,0,2,NA,1,0,0,0,0,Jihoèeskı kraj,20 000-49 999
1988,4213,Teplice,NA,NA,NA,NA,31/10/2018,4,0,1,3,NA,0,0,0,0,1,Ústeckı kraj,2 000-4 999
1989,7205,Otrokovice,NA,NA,NA,NA,12/02/2019,3,0,1,2,30 001–50 000 Kè,2,0,0,0,1,Zlínskı kraj,do 999
1990,6115,ïár nad Sázavou,NA,NA,NA,NA,10/07/2018,1,0,0,1,NA,1,0,0,0,0,Kraj Vysoèina,20 000-49 999
1991,8119,Ostrava,NA,NA,NA,NA,16/08/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,100 000+
1992,7101,Hranice,NA,NA,NA,NA,03/04/2019,4,0,1,3,50 001 Kè a více,1,0,0,0,2,Olomouckı kraj,10 000-19 999
1993,6110,Pelhøimov,NA,NA,NA,NA,11/10/2018,4,0,0,4,NA,2,0,0,0,0,Kraj Vysoèina,do 999
1994,8108,Havíøov,NA,NA,NA,NA,09/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
1995,6110,Pelhøimov,NA,NA,NA,NA,28/03/2019,3,0,0,3,NA,1,0,1,0,2,Kraj Vysoèina,do 999
1996,8111,Karviná,NA,NA,NA,NA,18/04/2019,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
1997,7205,Otrokovice,NA,NA,NA,NA,12/02/2019,4,0,1,3,NA,2,0,0,0,1,Zlínskı kraj,do 999
1998,6105,Jihlava,NA,NA,NA,NA,10/04/2019,3,0,1,2,50 001 Kè a více,1,0,0,0,0,Kraj Vysoèina,5 000-9 999
1999,8119,Ostrava,NA,NA,NA,NA,12/07/2018,2,0,0,2,30 001–50 000 Kè,2,0,0,0,0,Moravskoslezskı kraj,2 000-4 999
2000,8119,Ostrava,NA,NA,NA,NA,18/09/2018,4,0,1,3,30 001–50 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,100 000+
2001,8117,Opava,NA,NA,NA,NA,12/02/2019,2,0,0,2,NA,1,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
2002,4202,Dìèín,NA,NA,NA,NA,16/10/2018,4,0,1,3,50 001 Kè a více,1,0,0,0,4,Ústeckı kraj,do 999
2003,4213,Teplice,NA,NA,NA,NA,14/11/2018,3,1,0,2,30 001–50 000 Kè,2,0,0,0,0,Ústeckı kraj,20 000-49 999
2004,4107,Sokolov,NA,NA,NA,NA,16/10/2018,3,1,0,2,30 001–50 000 Kè,1,1,0,0,3,Karlovarskı kraj,2 000-4 999
2005,6221,idlochovice,NA,NA,NA,NA,02/11/2017,5,0,2,3,50 001 Kè a více,3,0,0,0,3,Jihomoravskı kraj,1 000-1 999
2006,8103,Bruntál,NA,NA,NA,NA,06/02/2019,1,0,0,1,15 001–22 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,5 000-9 999
2007,7206,Ronov pod Radhoštìm,NA,NA,NA,NA,04/10/2018,2,0,0,2,NA,1,0,0,0,2,Zlínskı kraj,10 000-19 999
2008,3207,Nepomuk,NA,NA,NA,NA,14/11/2018,3,0,0,3,30 001–50 000 Kè,2,0,0,0,0,Plzeòskı kraj,do 999
2009,2105,Èernošice,NA,NA,NA,NA,03/10/2018,4,0,2,2,50 001 Kè a více,3,0,0,0,4,Støedoèeskı kraj,1 000-1 999
2010,1000,Praha,NA,NA,NA,NA,28/03/2019,4,0,1,3,50 001 Kè a více,0,0,0,0,3,Hlavní mìsto Praha,100 000+
2011,8117,Opava,NA,NA,NA,NA,17/04/2019,2,0,0,2,NA,1,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
2012,5206,Jaromìø,NA,NA,NA,NA,06/11/2018,1,0,0,1,NA,0,0,0,0,0,Královéhradeckı kraj,10 000-19 999
2013,5109,Turnov,NA,NA,NA,NA,20/07/2018,1,0,0,1,15 001–22 000 Kè,1,0,0,0,0,Libereckı kraj,10 000-19 999
2014,5105,Liberec,NA,NA,NA,NA,27/07/2018,1,0,0,1,15 001–22 000 Kè,1,0,0,0,0,Libereckı kraj,100 000+
2015,4202,Dìèín,NA,NA,NA,NA,23/04/2019,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Ústeckı kraj,20 000-49 999
2016,3209,Plzeò,NA,NA,NA,NA,23/08/2018,1,0,0,1,NA,0,0,0,0,0,Plzeòskı kraj,100 000+
2017,3209,Plzeò,NA,NA,NA,NA,21/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,2,Plzeòskı kraj,100 000+
2018,2103,Brandıs nad Labem-Stará Boleslav,NA,NA,NA,NA,27/09/2018,1,0,0,1,NA,1,0,0,0,0,Støedoèeskı kraj,5 000-9 999
2019,1000,Praha,NA,NA,NA,NA,10/04/2019,4,2,0,2,NA,1,0,0,0,0,Hlavní mìsto Praha,100 000+
2020,1000,Praha,NA,NA,NA,NA,25/07/2018,4,2,0,2,50 001 Kè a více,1,0,0,0,2,Hlavní mìsto Praha,100 000+
2021,8119,Ostrava,NA,NA,NA,NA,31/10/2018,3,0,1,2,30 001–50 000 Kè,2,0,0,0,2,Moravskoslezskı kraj,100 000+
2022,6203,Brno,NA,NA,NA,NA,22/11/2017,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Jihomoravskı kraj,100 000+
2023,8114,Krnov,NA,NA,NA,NA,07/11/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,do 999
2024,8114,Krnov,NA,NA,NA,NA,25/10/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,do 999
2025,5110,eleznı Brod,NA,NA,NA,NA,18/09/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,2,Libereckı kraj,1 000-1 999
2026,1000,Praha,NA,NA,NA,NA,14/02/2019,1,0,0,1,NA,0,0,0,0,2,Hlavní mìsto Praha,100 000+
2027,4103,Karlovy Vary,NA,NA,NA,NA,09/04/2019,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Karlovarskı kraj,do 999
2028,1000,Praha,NA,NA,NA,NA,12/06/2018,2,0,0,2,NA,1,0,0,0,2,Hlavní mìsto Praha,100 000+
2029,1000,Praha,NA,NA,NA,NA,09/08/2018,3,1,0,2,30 001–50 000 Kè,1,0,0,0,1,Hlavní mìsto Praha,100 000+
2030,5205,Hradec Králové,NA,NA,NA,NA,10/05/2018,3,0,2,1,22 001–30 000 Kè,1,0,0,0,3,Královéhradeckı kraj,50 000-99 999
2031,5214,Trutnov,NA,NA,NA,NA,06/09/2018,4,0,2,2,30 001–50 000 Kè,1,0,0,1,4,Královéhradeckı kraj,20 000-49 999
2032,1000,Praha,NA,NA,NA,NA,03/07/2018,3,0,1,2,15 001–22 000 Kè,0,0,0,0,3,Hlavní mìsto Praha,100 000+
2033,1000,Praha,NA,NA,NA,NA,26/07/2018,2,0,0,2,15 001–22 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
2034,1000,Praha,NA,NA,NA,NA,14/08/2018,1,0,0,1,22 001–30 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
2035,1000,Praha,NA,NA,NA,NA,06/09/2018,2,0,0,2,30 001–50 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
2036,1000,Praha,NA,NA,NA,NA,25/10/2018,1,0,0,1,15 001–22 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
2037,8119,Ostrava,NA,NA,NA,NA,08/11/2018,3,1,0,2,30 001–50 000 Kè,1,0,0,0,1,Moravskoslezskı kraj,100 000+
2038,8111,Karviná,NA,NA,NA,NA,11/10/2018,3,0,2,1,30 001–50 000 Kè,1,0,0,0,1,Moravskoslezskı kraj,50 000-99 999
2039,7208,Uherskı Brod,NA,NA,NA,NA,26/07/2018,4,1,1,2,NA,1,0,0,0,1,Zlínskı kraj,2 000-4 999
2040,6203,Brno,NA,NA,NA,NA,21/11/2017,1,0,0,1,15 001–22 000 Kè,0,0,0,0,0,Jihomoravskı kraj,100 000+
2041,6204,Bøeclav,NA,NA,NA,NA,11/04/2019,2,0,0,2,NA,1,0,0,0,1,Jihomoravskı kraj,2 000-4 999
2042,6204,Bøeclav,NA,NA,NA,NA,05/07/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,0,2,Jihomoravskı kraj,2 000-4 999
2043,6203,Brno,NA,NA,NA,NA,19/11/2017,2,0,0,2,50 001 Kè a více,0,0,0,0,1,Jihomoravskı kraj,100 000+
