,PersonID,ActivitySector,JourneyMainMode,LocationID,geometry
8106,50864,99,7,20207,POINT (-760339.5564278067 -976132.1405426033)
8107,50867,99,1,20324,POINT (-763530.8198559345 -975733.3986615115)
8108,50989,99,3,20178,POINT (-762652.4894289172 -976580.9590505579)
8109,50990,99,2,20223,POINT (-760554.8994497143 -976202.9707854533)
8110,51287,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8111,52977,99,4,20445,POINT (-762145.9891635223 -976178.4264599254)
8112,56341,99,7,20207,POINT (-760339.5564278067 -976132.1405426033)
8113,56396,99,7,20207,POINT (-760339.5564278067 -976132.1405426033)
8114,57124,99,6,20446,POINT (-763580.2689895472 -975722.7124642488)
8115,57127,99,5,20207,POINT (-760339.5564278067 -976132.1405426033)
8116,59975,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8117,60288,99,5,20207,POINT (-760339.5564278067 -976132.1405426033)
8118,60925,99,3,20266,POINT (-760800.2476721623 -975114.989227634)
8119,60926,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8120,62567,99,3,20375,POINT (-762131.3182806614 -976331.161989419)
8121,62610,99,7,20295,POINT (-763574.731920586 -975703.743982609)
8122,62619,99,6,20295,POINT (-763574.731920586 -975703.743982609)
8123,62620,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8124,62641,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8125,63580,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8126,63819,99,6,20223,POINT (-760554.8994497143 -976202.9707854533)
8127,64642,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8128,65835,99,3,20593,POINT (-761107.1344270528 -974880.7749936915)
8129,66382,99,1,20281,POINT (-760790.1641935703 -978146.4373227039)
8130,66460,99,3,20479,POINT (-762977.0711054106 -975792.3806233483)
8131,66471,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8132,66472,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8133,66477,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8134,66487,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8135,66488,99,1,20295,POINT (-763574.731920586 -975703.743982609)
8136,66543,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8137,66545,99,6,20295,POINT (-763574.731920586 -975703.743982609)
8138,66970,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8139,67054,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8140,67712,99,3,20598,POINT (-760995.5853810718 -975931.2096570525)
8141,68162,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8142,68163,99,6,20605,POINT (-761337.6233128033 -975605.6717012291)
8143,68667,99,7,20207,POINT (-760339.5564278067 -976132.1405426033)
8144,68683,99,3,6833,POINT (-760937.2130000001 -976731.6900000001)
8145,68707,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8146,68708,99,5,20324,POINT (-763530.8198559345 -975733.3986615115)
8147,68729,99,4,20207,POINT (-760339.5564278067 -976132.1405426033)
8148,68731,99,5,20164,POINT (-761213.1522272073 -976462.8445022792)
8149,69986,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8150,70699,6,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8151,70715,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8152,70716,99,1,20207,POINT (-760339.5564278067 -976132.1405426033)
8153,70717,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8154,73826,99,4,20163,POINT (-761559.7627468311 -976382.6013312354)
8155,75616,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8156,75619,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8157,75627,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8158,75680,99,4,20207,POINT (-760339.5564278067 -976132.1405426033)
8159,75681,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8160,75682,99,4,20324,POINT (-763530.8198559345 -975733.3986615115)
8161,75683,99,3,20350,POINT (-763532.0365376951 -975904.2349279685)
8162,75684,99,4,20146,POINT (-762746.01407551 -976397.9242582235)
8163,75695,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8164,75929,99,3,20310,POINT (-762117.9899700047 -975836.0929001829)
8165,77040,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8166,77058,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8167,77170,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8168,77307,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8169,78061,99,1,20207,POINT (-760339.5564278067 -976132.1405426033)
8170,78062,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8171,78081,99,1,20207,POINT (-760339.5564278067 -976132.1405426033)
8172,79341,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8173,79363,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8174,79628,99,1,20172,POINT (-763568.7159158363 -976506.5808282245)
8175,81425,99,4,20645,POINT (-761027.419856648 -975666.7829390111)
8176,81467,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8177,81982,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8178,81990,99,3,20218,POINT (-760847.7509694604 -976227.9866716508)
8179,82003,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8180,82009,99,6,20172,POINT (-763568.7159158363 -976506.5808282245)
8181,82012,99,3,20586,POINT (-761116.9066895618 -974764.282144808)
8182,82031,99,5,20207,POINT (-760339.5564278067 -976132.1405426033)
8183,82059,99,3,20224,POINT (-760392.5843720249 -976185.2257520051)
8184,82068,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8185,82077,99,3,20172,POINT (-763568.7159158363 -976506.5808282245)
8186,82078,99,4,20207,POINT (-760339.5564278067 -976132.1405426033)
8187,82087,99,3,20586,POINT (-761116.9066895618 -974764.282144808)
8188,82089,99,1,20324,POINT (-763530.8198559345 -975733.3986615115)
8189,82090,99,6,20226,POINT (-760964.0105196482 -976169.4276273688)
8190,82091,99,4,20172,POINT (-763568.7159158363 -976506.5808282245)
8191,82096,99,5,20172,POINT (-763568.7159158363 -976506.5808282245)
8192,82121,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8193,82122,99,1,20207,POINT (-760339.5564278067 -976132.1405426033)
8194,82132,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8195,83043,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8196,84465,99,4,20324,POINT (-763530.8198559345 -975733.3986615115)
8197,86405,99,4,20131,POINT (-761362.7182856976 -976220.4205596349)
8198,86436,99,1,20324,POINT (-763530.8198559345 -975733.3986615115)
8199,87338,99,4,20207,POINT (-760339.5564278067 -976132.1405426033)
8200,87339,99,7,20706,POINT (-760496.8214628374 -976312.7777012434)
8201,90368,99,3,20593,POINT (-761107.1344270528 -974880.7749936915)
8202,90399,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8203,90726,99,3,20445,POINT (-762145.9891635223 -976178.4264599254)
8204,90736,99,1,20207,POINT (-760339.5564278067 -976132.1405426033)
8205,90998,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8206,91464,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8207,91785,99,3,20172,POINT (-763568.7159158363 -976506.5808282245)
8208,92409,99,6,20324,POINT (-763530.8198559345 -975733.3986615115)
8209,92530,99,4,20172,POINT (-763568.7159158363 -976506.5808282245)
8210,92579,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8211,92770,99,4,20207,POINT (-760339.5564278067 -976132.1405426033)
8212,93093,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8213,93152,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8214,93248,99,3,20223,POINT (-760554.8994497143 -976202.9707854533)
8215,94023,99,4,20267,POINT (-760821.5069963728 -975134.1320639189)
8216,94064,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8217,94123,99,4,20172,POINT (-763568.7159158363 -976506.5808282245)
8218,94524,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8219,94848,99,3,20324,POINT (-763530.8198559345 -975733.3986615115)
8220,95111,99,6,20324,POINT (-763530.8198559345 -975733.3986615115)
8221,95581,99,6,20324,POINT (-763530.8198559345 -975733.3986615115)
8222,96218,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8223,96463,99,4,20324,POINT (-763530.8198559345 -975733.3986615115)
8224,96540,99,3,20317,POINT (-763172.3566488669 -975917.7291138967)
8225,96642,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8226,97213,99,3,20207,POINT (-760339.5564278067 -976132.1405426033)
8227,98428,99,6,20592,POINT (-761393.6699980556 -974907.372024911)
8228,98670,99,5,20207,POINT (-760339.5564278067 -976132.1405426033)
8229,99205,99,6,20510,POINT (-760710.2972157871 -973962.91144812)
8230,99346,99,1,20207,POINT (-760339.5564278067 -976132.1405426033)
8231,99520,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8232,99525,99,1,20137,POINT (-762780.5922190791 -976605.7893513775)
8233,99824,99,5,20324,POINT (-763530.8198559345 -975733.3986615115)
8234,99969,99,6,20207,POINT (-760339.5564278067 -976132.1405426033)
8235,3779,99,5,20658,POINT (-760114.862533636 -974088.9591862716)
8236,4679,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8237,6641,99,3,20682,POINT (-761698.3720657314 -976685.6400282047)
8238,9124,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8239,12447,99,4,20658,POINT (-760114.862533636 -974088.9591862716)
8240,13130,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8241,13133,99,7,20658,POINT (-760114.862533636 -974088.9591862716)
8242,14221,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8243,14662,99,4,20293,POINT (-763170.2900938874 -975872.2646004793)
8244,15229,99,3,20350,POINT (-763532.0365376951 -975904.2349279685)
8245,16509,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8246,16727,99,4,20662,POINT (-760322.6917052099 -973770.3123218521)
8247,17599,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8248,17903,99,6,20367,POINT (-762330.1520235264 -976329.2117558013)
8249,18083,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8250,19504,99,6,20188,POINT (-761277.248571978 -976440.6589854223)
8251,20078,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8252,21118,99,3,20311,POINT (-763472.2159974797 -975683.3176875127)
8253,21119,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8254,21215,99,1,20500,POINT (-761031.8256380137 -976795.846613568)
8255,21216,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8256,22465,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8257,22731,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8258,23376,99,3,20172,POINT (-763568.7159158363 -976506.5808282245)
8259,23539,99,1,20658,POINT (-760114.862533636 -974088.9591862716)
8260,23619,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8261,23623,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8262,23783,99,1,20703,POINT (-760742.3040342758 -976402.6031110437)
8263,25377,99,3,20593,POINT (-761107.1344270528 -974880.7749936915)
8264,25981,99,4,20172,POINT (-763568.7159158363 -976506.5808282245)
8265,26014,99,1,20658,POINT (-760114.862533636 -974088.9591862716)
8266,26015,99,1,20461,POINT (-761856.1873448391 -975931.6710400596)
8267,26496,99,3,20298,POINT (-763440.9184559885 -975651.539165605)
8268,26498,99,6,20387,POINT (-762168.1735118749 -976134.7725411814)
8269,26548,99,5,20658,POINT (-760114.862533636 -974088.9591862716)
8270,27397,99,6,20579,POINT (-760905.6923568778 -973510.3185086478)
8271,27503,99,5,20662,POINT (-760322.6917052099 -973770.3123218521)
8272,28011,99,3,20577,POINT (-761012.938159938 -973767.6966591832)
8273,28027,99,3,20385,POINT (-762526.9166203346 -976246.689029029)
8274,28033,99,5,20171,POINT (-761192.5568406992 -976474.4519287918)
8275,28037,99,3,20293,POINT (-763170.2900938874 -975872.2646004793)
8276,28385,99,1,20240,POINT (-760679.0772544072 -974264.4629486261)
8277,28387,99,3,20325,POINT (-761996.5946591658 -976022.4709908866)
8278,28677,99,4,20281,POINT (-760790.1641935703 -978146.4373227039)
8279,28783,99,1,20469,POINT (-763420.972540788 -976241.0819350922)
8280,28785,99,6,20398,POINT (-762151.3532692344 -975996.9215608368)
8281,28787,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8282,28789,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8283,28793,99,3,20216,POINT (-760913.0464639578 -976016.4659001508)
8284,28795,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8285,28796,99,5,20179,POINT (-761308.8992613417 -976434.3373895622)
8286,28850,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8287,28852,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8288,29548,99,4,20717,POINT (-761850.5851790346 -975492.1900990772)
8289,30186,99,6,6833,POINT (-760937.2130000001 -976731.6900000001)
8290,30782,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8291,31231,99,3,20157,POINT (-763554.6957743422 -976512.9619831915)
8292,31233,99,3,20193,POINT (-761895.860622292 -976313.8628504789)
8293,31234,99,6,16391,POINT (-763507.5930000001 -975949.9900000001)
8294,31381,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8295,31797,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8296,32291,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8297,32296,99,4,20658,POINT (-760114.862533636 -974088.9591862716)
8298,32298,99,3,17707,POINT (-763404.4030000002 -976228.8000000002)
8299,32300,99,5,20419,POINT (-762265.2194622813 -976195.4957105675)
8300,33066,99,2,20662,POINT (-760322.6917052099 -973770.3123218521)
8301,33135,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8302,33136,99,3,20218,POINT (-760847.7509694604 -976227.9866716508)
8303,33866,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8304,34056,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8305,34857,99,6,20194,POINT (-761689.2048610883 -976249.552661363)
8306,35780,99,7,20658,POINT (-760114.862533636 -974088.9591862716)
8307,35806,99,4,20658,POINT (-760114.862533636 -974088.9591862716)
8308,35807,99,3,20355,POINT (-761517.3123866318 -975984.7809154969)
8309,35808,99,3,20637,POINT (-760778.5426105085 -975910.2993434019)
8310,35809,99,5,20658,POINT (-760114.862533636 -974088.9591862716)
8311,36368,99,6,20223,POINT (-760554.8994497143 -976202.9707854533)
8312,36370,99,6,20406,POINT (-761602.5941350664 -975912.0849450838)
8313,36379,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8314,36409,99,5,20500,POINT (-761031.8256380137 -976795.846613568)
8315,36949,99,1,20325,POINT (-761996.5946591658 -976022.4709908866)
8316,36951,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8317,36990,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8318,36992,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8319,36993,99,4,20406,POINT (-761602.5941350664 -975912.0849450838)
8320,37114,99,6,20694,POINT (-761256.9534587465 -976001.3020137397)
8321,37120,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8322,37813,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8323,37814,99,3,20471,POINT (-763403.3032665387 -975654.3858121166)
8324,37817,99,1,20132,POINT (-762531.374736433 -976427.9181406945)
8325,37839,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8326,37840,99,6,20348,POINT (-761597.4620119218 -975777.395153441)
8327,37842,99,1,20209,POINT (-761108.4301646732 -976153.385073967)
8328,37846,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8329,37851,99,1,20662,POINT (-760322.6917052099 -973770.3123218521)
8330,38734,99,5,20208,POINT (-761205.2045328717 -976215.9169915105)
8331,38742,99,5,20264,POINT (-760918.1006958999 -975365.9749017513)
8332,38747,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8333,38803,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8334,38804,99,3,20385,POINT (-762526.9166203346 -976246.689029029)
8335,38849,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8336,38850,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8337,38851,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8338,38852,99,1,6833,POINT (-760937.2130000001 -976731.6900000001)
8339,38922,99,6,20429,POINT (-762101.9074033289 -976177.5416758277)
8340,38923,99,1,20304,POINT (-763049.3253901295 -975853.046184574)
8341,38985,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8342,39203,99,2,20658,POINT (-760114.862533636 -974088.9591862716)
8343,39696,99,3,16391,POINT (-763507.5930000001 -975949.9900000001)
8344,39891,99,4,20658,POINT (-760114.862533636 -974088.9591862716)
8345,39892,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8346,39893,99,6,20309,POINT (-762024.1060513501 -975879.8375547727)
8347,39916,99,1,20662,POINT (-760322.6917052099 -973770.3123218521)
8348,39917,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8349,39998,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8350,40014,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8351,40068,99,7,20658,POINT (-760114.862533636 -974088.9591862716)
8352,40070,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8353,40188,99,5,20383,POINT (-761949.2067569683 -976060.6345127441)
8354,40602,99,6,20608,POINT (-761364.9301243779 -975757.475656679)
8355,40950,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8356,41233,99,1,20658,POINT (-760114.862533636 -974088.9591862716)
8357,41680,99,6,20324,POINT (-763530.8198559345 -975733.3986615115)
8358,42230,99,1,20662,POINT (-760322.6917052099 -973770.3123218521)
8359,42520,99,6,20421,POINT (-762279.1376688449 -976117.6360826227)
8360,42522,99,5,20658,POINT (-760114.862533636 -974088.9591862716)
8361,42555,99,3,20240,POINT (-760679.0772544072 -974264.4629486261)
8362,42557,99,4,20155,POINT (-762508.5503869189 -976534.2569603306)
8363,42558,99,5,20658,POINT (-760114.862533636 -974088.9591862716)
8364,42871,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8365,43627,99,3,20396,POINT (-762182.5573234534 -976251.2055194821)
8366,43636,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8367,44744,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8368,44749,99,4,20355,POINT (-761517.3123866318 -975984.7809154969)
8369,45335,99,1,20552,POINT (-761630.3011427333 -975212.1286623504)
8370,45336,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8371,45792,99,3,6833,POINT (-760937.2130000001 -976731.6900000001)
8372,46164,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8373,46165,99,6,20466,POINT (-761566.6442059183 -976133.7325598705)
8374,46167,99,3,20209,POINT (-761108.4301646732 -976153.385073967)
8375,46171,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8376,46174,99,4,20662,POINT (-760322.6917052099 -973770.3123218521)
8377,46280,99,7,20658,POINT (-760114.862533636 -974088.9591862716)
8378,46318,99,1,20658,POINT (-760114.862533636 -974088.9591862716)
8379,46441,99,1,20169,POINT (-761342.8092579171 -976351.4497310618)
8380,46849,99,1,20658,POINT (-760114.862533636 -974088.9591862716)
8381,46850,99,3,20240,POINT (-760679.0772544072 -974264.4629486261)
8382,46950,99,3,20369,POINT (-762589.5038108041 -976134.3634579257)
8383,46962,99,1,20662,POINT (-760322.6917052099 -973770.3123218521)
8384,46969,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8385,46970,99,1,20658,POINT (-760114.862533636 -974088.9591862716)
8386,46972,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8387,46991,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8388,47361,99,3,20149,POINT (-762880.4415711585 -976406.2351486536)
8389,47363,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8390,47495,99,1,20662,POINT (-760322.6917052099 -973770.3123218521)
8391,47861,99,7,20462,POINT (-761831.3807914671 -975811.3287738629)
8392,47869,99,1,20662,POINT (-760322.6917052099 -973770.3123218521)
8393,48090,99,1,20477,POINT (-763319.5584401091 -976135.2993595047)
8394,48187,99,5,20241,POINT (-760899.706624427 -974413.2102766101)
8395,50252,99,6,20606,POINT (-761035.3581349918 -975897.994276175)
8396,50557,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8397,51507,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8398,51512,99,6,20552,POINT (-761630.3011427333 -975212.1286623504)
8399,51531,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8400,51663,99,1,20239,POINT (-760682.7000927901 -974214.505131888)
8401,51840,99,5,20662,POINT (-760322.6917052099 -973770.3123218521)
8402,53203,99,1,20658,POINT (-760114.862533636 -974088.9591862716)
8403,53397,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8404,56951,99,4,20662,POINT (-760322.6917052099 -973770.3123218521)
8405,57002,99,7,20662,POINT (-760322.6917052099 -973770.3123218521)
8406,57003,99,4,20418,POINT (-762449.7483361427 -976060.93264965)
8407,57072,99,6,20610,POINT (-761183.2149732324 -975895.8165533082)
8408,57381,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8409,57759,99,6,20356,POINT (-761770.8901242734 -976149.4496260738)
8410,58703,99,3,20224,POINT (-760392.5843720249 -976185.2257520051)
8411,58706,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8412,58707,99,3,20409,POINT (-762233.292001588 -976337.9961428355)
8413,58710,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8414,58711,99,6,20346,POINT (-761674.9234397144 -975756.3851619669)
8415,59216,99,6,20344,POINT (-761764.4462504704 -975693.7720903988)
8416,59231,99,1,20662,POINT (-760322.6917052099 -973770.3123218521)
8417,59507,99,3,20147,POINT (-762849.2877831095 -976437.5644478973)
8418,59510,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8419,59809,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8420,60123,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8421,60802,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8422,60803,99,3,20278,POINT (-760854.599686248 -977270.9015966628)
8423,60827,99,6,20696,POINT (-761418.5398011332 -975984.2511663414)
8424,60829,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8425,60845,99,7,20579,POINT (-760905.6923568778 -973510.3185086478)
8426,60846,99,4,20221,POINT (-760667.3006106321 -976208.1352043552)
8427,61000,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8428,61005,99,1,20658,POINT (-760114.862533636 -974088.9591862716)
8429,61006,99,6,20431,POINT (-762097.3494119815 -976018.1145255629)
8430,61043,99,1,20553,POINT (-761655.1470337526 -975030.3464783166)
8431,61044,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8432,61045,99,1,20551,POINT (-761329.2249751013 -975451.7577523588)
8433,61439,99,6,20157,POINT (-763554.6957743422 -976512.9619831915)
8434,61534,99,1,20662,POINT (-760322.6917052099 -973770.3123218521)
8435,61554,99,4,20658,POINT (-760114.862533636 -974088.9591862716)
8436,62155,99,3,20311,POINT (-763472.2159974797 -975683.3176875127)
8437,62160,99,3,20198,POINT (-762819.915692118 -976591.4945582896)
8438,62162,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8439,62445,99,3,20143,POINT (-762676.9760043641 -976410.888526373)
8440,62790,99,3,20131,POINT (-761362.7182856976 -976220.4205596349)
8441,62906,99,1,20315,POINT (-761927.6504336075 -975841.1872736533)
8442,63216,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8443,63217,99,7,20658,POINT (-760114.862533636 -974088.9591862716)
8444,63576,99,6,17052,POINT (-761461.4830000001 -973686.1900000001)
8445,63907,99,4,20406,POINT (-761602.5941350664 -975912.0849450838)
8446,63965,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8447,64073,99,1,20662,POINT (-760322.6917052099 -973770.3123218521)
8448,64086,99,1,20658,POINT (-760114.862533636 -974088.9591862716)
8449,64087,99,3,20642,POINT (-760610.4541836822 -975983.7437749716)
8450,64088,99,3,17052,POINT (-761461.4830000001 -973686.1900000001)
8451,64109,99,6,20706,POINT (-760496.8214628374 -976312.7777012434)
8452,64110,99,3,20553,POINT (-761655.1470337526 -975030.3464783166)
8453,64113,99,1,20658,POINT (-760114.862533636 -974088.9591862716)
8454,64114,99,6,20150,POINT (-762912.1721132004 -976377.8063057823)
8455,64115,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8456,64679,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8457,64680,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8458,64953,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8459,64982,99,3,20163,POINT (-761559.7627468311 -976382.6013312354)
8460,65247,99,5,20355,POINT (-761517.3123866318 -975984.7809154969)
8461,65249,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8462,65251,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8463,65253,99,5,20604,POINT (-761065.299781063 -975973.6843450282)
8464,65255,99,6,20428,POINT (-762019.9793963099 -976151.7204500834)
8465,65256,99,1,20554,POINT (-761514.0284514972 -975210.2268632452)
8466,65258,99,6,20333,POINT (-763418.0764829745 -975693.1850592344)
8467,65368,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8468,65379,99,6,20683,POINT (-762031.2848241001 -976884.0716774499)
8469,65381,99,4,20218,POINT (-760847.7509694604 -976227.9866716508)
8470,65382,99,4,20658,POINT (-760114.862533636 -974088.9591862716)
8471,66222,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8472,66223,99,5,20681,POINT (-761696.8704151519 -976700.6757095698)
8473,66232,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8474,66297,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8475,66298,99,3,20421,POINT (-762279.1376688449 -976117.6360826227)
8476,66698,99,5,20662,POINT (-760322.6917052099 -973770.3123218521)
8477,66756,99,6,20658,POINT (-760114.862533636 -974088.9591862716)
8478,66760,99,3,20691,POINT (-761494.2639964989 -975970.2288932587)
8479,66761,99,1,20278,POINT (-760854.599686248 -977270.9015966628)
8480,66777,99,3,20706,POINT (-760496.8214628374 -976312.7777012434)
8481,67014,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8482,67015,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8483,67057,99,3,16391,POINT (-763507.5930000001 -975949.9900000001)
8484,67177,99,1,20692,POINT (-761408.9543027148 -975986.0095583647)
8485,67264,99,1,20662,POINT (-760322.6917052099 -973770.3123218521)
8486,67302,99,3,20139,POINT (-762865.4278669859 -976572.0181128879)
8487,67333,99,6,20662,POINT (-760322.6917052099 -973770.3123218521)
8488,67624,6,1,20358,POINT (-761708.8803472439 -976223.5209270751)
8489,69454,99,1,20662,POINT (-760322.6917052099 -973770.3123218521)
8490,69457,99,3,20644,POINT (-761178.4479469003 -975561.1439183601)
8491,69458,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8492,70422,99,3,20662,POINT (-760322.6917052099 -973770.3123218521)
8493,70423,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8494,70440,99,3,20658,POINT (-760114.862533636 -974088.9591862716)
8495,70458,99,4,20658,POINT (-760114.862533636 -974088.9591862716)
8496,70465,99,7,20397,POINT (-761629.1717144731 -975915.6743340871)
