,PersonID,TripID,TripOrderNum,TripMainMode,DestPurpose,LocationID,geometry
8845,65203,C_16317,1,1,3,25515,POINT (-749715.7047637518 -974721.5706257264)
8846,65219,C_6580,1,1,6,8487,POINT (-766028.5930000001 -982586.9900000001)
8847,65220,C_30531,1,1,3,985,POINT (-765006.1730000001 -983159.6400000001)
8848,65221,C_43283,3,1,2,8485,POINT (-765927.6530000002 -982634.3500000001)
8849,6523,C_37953,3,6,6,24282,POINT (-765812.8876144839 -962699.5226193102)
8850,65233,C_41919,3,7,2,23188,POINT (-752333.7102035863 -974926.7817247628)
8851,65234,C_6580,1,1,6,3443,POINT (-753115.9330000001 -976082.4700000001)
8852,65235,C_32995,1,2,2,16338,POINT (-752364.5930000001 -975944.9900000001)
8853,65235,C_32998,3,2,2,430,POINT (-752385.8530000001 -974822.1700000002)
8854,65237,C_50845,3,1,2,23351,POINT (-752513.6349796719 -976621.1135210859)
8855,65265,C_43616,2,1,6,22917,POINT (-769352.5546335193 -972209.589968121)
8856,65280,C_34416,1,2,3,3461,POINT (-752414.6430000002 -972801.5200000001)
8857,65285,C_25752,1,1,6,23448,POINT (-754806.6430005516 -975595.1789182931)
8858,65292,C_6637,2,7,3,12572,POINT (-755113.5430000001 -973216.8600000001)
8859,65301,C_6637,2,7,3,23324,POINT (-751440.3971253954 -972806.1190905513)
8860,65302,C_43616,2,1,6,23286,POINT (-755218.0843182878 -973585.4178267772)
8861,65308,C_43616,2,1,6,23474,POINT (-754499.4303071684 -976478.8187103445)
8862,65309,C_25266,1,7,2,23191,POINT (-751918.1202330302 -974130.5311672195)
8863,65321,C_25752,1,1,6,10823,POINT (-754537.4730000001 -975633.4500000001)
8864,65322,C_4917,1,1,6,22407,POINT (-755255.2838593249 -976572.6922756172)
8865,65326,C_21938,1,1,2,10823,POINT (-754537.4730000001 -975633.4500000001)
8866,65327,C_10316,1,6,2,23386,POINT (-752979.6806583216 -976843.927454493)
8867,65327,C_10318,3,1,2,21549,POINT (-754297.552114979 -975160.4829964424)
8868,65328,C_34416,1,2,3,21499,POINT (-756002.717549692 -975679.2810095098)
8869,65402,C_9994,1,1,2,3246,POINT (-758475.2830000001 -969307.1700000002)
8870,65441,C_4928,3,3,2,23640,POINT (-764797.7589251081 -978657.2347336194)
8871,65457,C_13667,1,7,6,24369,POINT (-763293.572359054 -965071.8985865128)
8872,65460,C_9994,1,1,2,17075,POINT (-764183.2630000002 -977591.8500000001)
8873,65461,C_27539,3,2,2,4660,POINT (-764826.2230000001 -978706.1400000001)
8874,65465,C_50795,3,1,2,4694,POINT (-752239.9830000001 -976052.6800000001)
8875,65469,C_2261,2,7,2,22430,POINT (-758570.2577766274 -984657.1323299746)
8876,65471,C_43616,2,1,6,12354,POINT (-753317.9930000001 -976956.9000000001)
8877,65473,C_16645,2,1,3,3506,POINT (-760361.8730000001 -976976.9000000001)
8878,65479,C_34416,1,2,3,4616,POINT (-753847.8730000001 -977152.7500000001)
8879,65480,C_6637,2,7,3,20555,POINT (-762778.5203128944 -975878.2625467917)
8880,65502,C_13667,1,7,6,18516,POINT (-763449.5930000001 -977401.9900000001)
8881,65509,C_43616,2,1,6,16329,POINT (-752508.5930000001 -975968.9900000001)
8882,65520,C_43616,2,1,6,4617,POINT (-753537.6730000001 -976579.0700000001)
8883,65526,C_34416,1,2,3,25517,POINT (-749274.796904276 -974111.0258587636)
8884,65530,C_5003,3,4,6,22133,POINT (-763546.1619174026 -973548.6782845465)
8885,65533,C_34416,1,2,3,22521,POINT (-765410.2480869985 -970614.3892638071)
8886,65534,C_43616,2,1,6,3836,POINT (-752189.7130000001 -975854.4700000001)
8887,65536,C_6637,2,7,3,2803,POINT (-760570.5930000001 -977852.9900000001)
8888,65543,C_8851,1,6,3,15377,POINT (-760120.6430000002 -974020.3200000001)
8889,65570,C_43616,2,1,6,11475,POINT (-758591.5930000001 -964786.9900000001)
8890,65573,C_43616,2,1,6,25129,POINT (-759245.6729800369 -964735.3160097385)
8891,65634,C_43616,2,1,6,23650,POINT (-764030.4617291312 -977610.8816695351)
8892,65635,C_15443,1,1,2,23768,POINT (-763839.8228625389 -976688.028716412)
8893,65635,C_15444,3,3,3,22552,POINT (-766988.9067733595 -975603.561902873)
8894,6573,C_43616,2,1,6,22961,POINT (-767030.7389596078 -970646.9264749254)
8895,65737,C_19225,3,6,2,14607,POINT (-758055.0630000001 -976939.8600000001)
8896,65738,C_11977,3,7,2,23191,POINT (-751918.1202330302 -974130.5311672195)
8897,65753,C_7593,1,6,3,23386,POINT (-752979.6806583216 -976843.927454493)
8898,65755,C_7872,1,7,2,21540,POINT (-754092.4954978502 -974476.9675830057)
8899,65756,C_42958,2,6,2,23346,POINT (-753350.5200743271 -976743.587215716)
8900,65757,C_26397,2,1,3,21550,POINT (-754851.2506212377 -974592.0857271818)
8901,6576,C_30531,1,1,3,55,POINT (-766190.1730000001 -983028.4800000001)
8902,65762,C_36532,2,6,3,13844,POINT (-756020.5930000001 -976903.9900000001)
8903,6580,C_23826,1,1,3,24796,POINT (-754503.8575357057 -982158.1112185121)
8904,65844,C_43616,2,1,6,21508,POINT (-754799.5392635952 -975048.0373404424)
8905,65845,C_38819,3,1,3,23447,POINT (-754249.5530277661 -975614.6894592125)
8906,65846,C_28559,1,1,3,23448,POINT (-754806.6430005516 -975595.1789182931)
8907,65847,C_30531,1,1,3,21543,POINT (-754555.1293139942 -975033.4292535448)
8908,65867,C_37295,3,5,3,25214,POINT (-757086.5362725905 -965029.7574489746)
8909,65872,C_5666,1,1,6,23409,POINT (-754573.6164136372 -977544.6789514602)
8910,65872,C_5669,3,1,3,4616,POINT (-753847.8730000001 -977152.7500000001)
8911,65872,C_5668,5,1,6,23389,POINT (-753688.8220012268 -977153.0655996229)
8912,65884,C_14105,3,1,3,14075,POINT (-759151.5930000001 -965167.9900000001)
8913,65920,C_7593,1,6,3,12711,POINT (-753847.0230000002 -977490.8499890974)
8914,65922,C_31988,1,6,6,9195,POINT (-749405.5930000001 -981149.9900000001)
8915,65922,C_31986,3,1,3,23836,POINT (-764331.2558236914 -983926.4929815027)
8916,65923,C_43616,2,1,6,811,POINT (-752890.7230000001 -976256.4500000001)
8917,65924,C_43616,2,1,6,12919,POINT (-767436.3230000001 -970528.3899890975)
8918,65931,C_32494,2,3,2,24391,POINT (-763970.4497596804 -966191.5876076594)
8919,65975,C_21106,1,1,6,20773,POINT (-762853.9395323693 -975215.5830716736)
8920,65975,C_21105,4,6,2,23651,POINT (-763274.2635410605 -978098.4637965921)
8921,65983,C_43616,2,1,6,23651,POINT (-763274.2635410605 -978098.4637965921)
8922,65985,C_39917,3,1,3,16343,POINT (-763547.5930000001 -977868.9900000001)
8923,65988,C_28559,1,1,3,793,POINT (-763605.8030000001 -978446.3199890974)
8924,65989,C_50414,2,1,6,17594,POINT (-764283.5930000001 -977672.4400000001)
8925,65991,C_28555,3,1,2,18516,POINT (-763449.5930000001 -977401.9900000001)
8926,66,C_43616,2,1,6,25264,POINT (-759839.1312555801 -966769.6525708024)
8927,66005,C_43616,2,1,6,808,POINT (-764040.5930000001 -977349.9900000001)
8928,66011,C_7872,1,7,2,18392,POINT (-763736.9730000001 -973559.8700000001)
8929,66016,C_22621,3,7,2,3031,POINT (-761693.2230000001 -982500.0300000001)
8930,66017,C_12848,2,6,3,18598,POINT (-754330.9330000001 -976333.3000000002)
8931,66018,C_50750,3,1,2,23980,POINT (-766200.2635407184 -979210.8790409398)
8932,66031,C_34416,1,2,3,18155,POINT (-762247.3430000001 -975482.4400000001)
8933,66076,C_49387,3,1,3,5237,POINT (-763628.5930000001 -977843.9900000001)
8934,66095,C_23880,1,6,3,2968,POINT (-760829.1730000001 -976046.8400000001)
8935,66132,C_6580,1,1,6,25377,POINT (-760344.212819176 -969166.5291051081)
8936,66133,C_6580,1,1,6,22234,POINT (-762535.2769329255 -971455.4321354213)
8937,66174,C_22620,3,7,2,24502,POINT (-762605.573745748 -980967.156771433)
8938,66175,C_34416,1,2,3,21347,POINT (-758081.986610238 -981477.1722440184)
8939,66239,C_26397,2,1,3,24542,POINT (-763379.1359770437 -980071.7102997829)
8940,66240,C_38318,1,1,2,23778,POINT (-761980.7160385542 -981557.2322748174)
8941,66240,C_38319,3,1,3,24540,POINT (-762873.8769676113 -980101.2151464525)
8942,66240,C_38322,5,1,2,24541,POINT (-762949.740323075 -979989.8573907671)
8943,66261,C_50414,2,1,6,20770,POINT (-762616.9565836973 -975241.8167483635)
8944,66262,C_43616,2,1,6,1428,POINT (-764001.6830000001 -977696.7900000002)
8945,66326,C_46642,1,1,3,18590,POINT (-764096.3630000001 -978036.1500000001)
8946,66326,C_46644,3,2,2,24484,POINT (-761815.5909449789 -979307.7868340806)
8947,66331,C_46565,1,1,3,18590,POINT (-764096.3630000001 -978036.1500000001)
8948,66338,C_22365,2,1,3,11197,POINT (-758166.8530000001 -975849.0900000001)
8949,66344,C_41788,2,6,3,4133,POINT (-763105.5930000001 -960430.9900000001)
8950,66352,C_43616,2,1,6,17383,POINT (-763916.4930000001 -977596.7600000001)
8951,66360,C_43616,2,1,6,13894,POINT (-760065.7730000002 -980512.7100000001)
8952,66362,C_49555,2,1,2,269,POINT (-759764.2930000001 -977370.6300000001)
8953,66372,C_21935,1,1,3,455,POINT (-752269.2330000001 -974537.6799890974)
8954,66373,C_42958,2,6,2,4435,POINT (-752032.6130000001 -976145.4999890974)
8955,6640,C_9972,2,1,6,25029,POINT (-756344.8329845633 -963584.292181676)
8956,6640,C_9970,3,1,3,23486,POINT (-757686.0929975701 -973196.799474193)
8957,66405,C_38556,2,6,3,12887,POINT (-767250.1430000002 -971417.5700000001)
8958,66408,C_18293,1,1,3,10272,POINT (-767544.9030000002 -970246.3599890975)
8959,66442,C_34416,1,2,3,23846,POINT (-764322.6265357202 -983258.85153348)
8960,66443,C_40021,3,1,2,23899,POINT (-768145.9591551807 -980955.6448125889)
8961,66443,C_40022,5,1,3,11915,POINT (-767670.5930000001 -981138.9900000001)
8962,66453,C_34416,1,2,3,3024,POINT (-761951.5630000001 -982737.5700000001)
8963,66454,C_28555,3,1,2,14,POINT (-766006.4430000001 -982615.2500000001)
8964,6646,C_5666,1,1,6,9578,POINT (-766434.5930000001 -979901.9900000001)
8965,6646,C_5669,3,1,3,6140,POINT (-763243.5930000001 -973638.9900000001)
8966,6646,C_5668,5,1,6,23992,POINT (-766561.4694760343 -980130.2093694384)
8967,66462,C_34416,1,2,3,54,POINT (-766136.5930000001 -982826.9900000001)
8968,66506,C_46642,1,1,3,4104,POINT (-755171.3030000001 -976469.1100000001)
8969,66506,C_46644,3,2,2,10449,POINT (-754501.8130000001 -975342.1200000001)
8970,66541,C_40233,4,6,2,24880,POINT (-754670.4465236769 -981173.3397127606)
8971,66557,C_40018,1,1,2,23384,POINT (-754599.5838403663 -976482.6349029109)
8972,66562,C_9189,1,3,6,14057,POINT (-755582.3330000001 -978714.9100000001)
8973,66616,C_19433,1,7,2,1930,POINT (-764449.5130000002 -979668.9900000001)
8974,66617,C_2699,3,6,3,23629,POINT (-763669.331216839 -980092.4322016451)
8975,66617,C_2698,5,1,2,24524,POINT (-763257.1890820524 -981040.6199715877)
8976,66631,C_32598,1,6,6,22674,POINT (-766746.6038834127 -974559.9429005027)
8977,66633,C_581,3,2,3,10169,POINT (-767545.3230000001 -970186.9299890974)
8978,66644,C_27637,1,7,2,7206,POINT (-759303.8230000001 -977597.7600000001)
8979,66646,C_11803,3,7,3,4660,POINT (-764826.2230000001 -978706.1400000001)
8980,66648,C_43346,2,1,3,22735,POINT (-768046.4586196386 -973188.9729761238)
8981,66655,C_31628,1,2,2,22832,POINT (-769826.8685978971 -976079.38942502)
8982,66659,C_49570,1,2,6,2068,POINT (-769264.6030000001 -971420.1600000001)
8983,66659,C_49572,3,2,6,22946,POINT (-768970.3135635889 -972364.5101580867)
8984,66662,C_23861,1,5,2,22160,POINT (-764768.3106231431 -972780.5712267869)
8985,6668,C_18644,1,2,3,9105,POINT (-751472.6830000001 -981190.6100000001)
8986,6668,C_18646,3,2,2,24876,POINT (-753523.1740624944 -981309.8157193159)
8987,66758,C_8212,1,7,6,24121,POINT (-764698.783599109 -961253.906125892)
8988,66790,C_21034,2,3,3,6988,POINT (-756015.1230000001 -975011.5700000001)
8989,66814,C_2684,2,2,3,24618,POINT (-766387.4241333863 -966801.799412832)
8990,66840,C_50205,3,1,2,2831,POINT (-767089.2030000001 -974001.3300000001)
8991,66842,C_50205,3,1,2,22679,POINT (-767602.7430056102 -973122.9624698615)
8992,66843,C_50355,3,1,2,22675,POINT (-766409.2846765802 -974604.4354750522)
8993,66845,C_13232,3,1,2,23056,POINT (-769041.4487996595 -971032.5646613624)
8994,66850,C_33081,1,6,3,6629,POINT (-756152.6430000002 -975534.5300000001)
8995,66901,C_38684,1,1,3,23649,POINT (-764386.9223592756 -977570.8227119506)
8996,66903,C_10121,3,1,3,23354,POINT (-753618.6608336464 -976918.6885409165)
8997,66903,C_10125,5,1,3,23247,POINT (-753625.7130467328 -976095.0539496655)
8998,66913,C_13232,3,1,2,23343,POINT (-753524.1449524945 -977912.7334597812)
8999,66917,C_38556,2,6,3,18402,POINT (-749803.7630000002 -977489.6800000001)
9000,66918,C_41767,2,1,6,24934,POINT (-751972.2856882628 -979889.319434389)
9001,66920,C_23498,1,4,2,7420,POINT (-756935.8030000001 -975659.5700000001)
9002,66924,C_24328,1,1,6,3292,POINT (-748603.6830000001 -979372.4100000001)
9003,66926,C_43844,1,1,3,12735,POINT (-753706.1530000002 -976676.6200000001)
9004,66926,C_43845,2,1,2,12735,POINT (-753706.1530000002 -976676.6200000001)
9005,66927,C_15745,1,7,2,21196,POINT (-757412.673125515 -976515.8244653636)
9006,66929,C_24044,1,1,3,16355,POINT (-753862.5930000001 -975883.9900000001)
9007,66930,C_33003,1,1,2,23457,POINT (-754875.6503483916 -975386.1363569291)
9008,66933,C_40947,2,1,3,14469,POINT (-765076.0730000001 -983350.5700000001)
9009,6698,C_1830,2,6,2,21166,POINT (-756398.1641218736 -976220.2099597364)
9010,6698,C_1829,4,1,2,20708,POINT (-763032.4232939424 -976876.0671913492)
9011,6698,C_1833,6,1,2,23674,POINT (-764500.869579907 -977021.2600729665)
9012,66983,C_48765,1,6,6,23649,POINT (-764386.9223592756 -977570.8227119506)
9013,66983,C_48767,3,6,6,23767,POINT (-763839.244379723 -977010.8274259375)
9014,66992,C_15671,1,4,3,22925,POINT (-769537.8557505532 -971913.4532423842)
9015,67064,C_1830,2,6,2,24419,POINT (-768377.2125930655 -965612.3657727223)
9016,67064,C_1829,4,1,2,119,POINT (-765850.5930000001 -969474.9900000001)
9017,67064,C_1833,6,1,2,24680,POINT (-765940.635065365 -969609.2296535081)
9018,67068,C_34618,3,6,3,20482,POINT (-761293.6452389993 -978628.1000263618)
9019,67071,C_17944,1,1,2,22329,POINT (-764496.4124163283 -976327.2124269464)
9020,67072,C_37953,3,6,6,1286,POINT (-762560.1330000001 -977807.6700000002)
9021,6709,C_23241,3,2,2,14802,POINT (-760764.0330000001 -968675.2300000001)
9022,67122,C_43838,1,7,6,23305,POINT (-756251.4757461895 -972450.6283608588)
9023,67130,C_1830,2,6,2,22835,POINT (-768760.3726195176 -975778.3228784674)
9024,67130,C_1829,4,1,2,22980,POINT (-767568.8463028927 -970982.577219618)
9025,67130,C_1833,6,1,2,8976,POINT (-768191.0030000001 -970417.9100000001)
9026,67132,C_37677,3,1,3,22918,POINT (-769242.8507701115 -972409.7161548034)
9027,67135,C_3754,3,6,6,21590,POINT (-762994.2359134015 -973875.8872067772)
9028,67137,C_19265,3,6,3,22204,POINT (-766261.9396173581 -971851.5753475771)
9029,67144,C_34416,1,2,3,5481,POINT (-760954.5930000001 -983526.9900000001)
9030,67147,C_43616,2,1,6,23027,POINT (-767205.1472098654 -970849.7367216705)
9031,67156,C_7872,1,7,2,22828,POINT (-769923.2899948664 -976504.4983005014)
9032,67157,C_26397,2,1,3,25335,POINT (-759909.6693026969 -968356.8784451531)
9033,67164,C_9972,2,1,6,24297,POINT (-767603.2630546201 -960625.9811884587)
9034,67164,C_9970,3,1,3,24237,POINT (-767282.4081286537 -961267.1618620772)
9035,6717,C_43269,2,6,3,23276,POINT (-753432.6413919657 -976134.1224437541)
9036,67173,C_19225,3,6,2,23804,POINT (-763689.2928175851 -983148.7273704937)
9037,67174,C_19225,3,6,2,5653,POINT (-759486.0530000001 -984835.9300000001)
9038,67175,C_21099,2,1,6,23800,POINT (-763483.0725528247 -983914.3224328259)
9039,67175,C_21100,4,1,6,23804,POINT (-763689.2928175851 -983148.7273704937)
9040,67251,C_31327,1,7,3,24581,POINT (-770344.2538617229 -965825.7493972011)
9041,67252,C_43616,2,1,6,3435,POINT (-752596.5730000001 -976104.0500000002)
9042,67287,C_43616,2,1,6,16393,POINT (-762705.5930000001 -976311.9900000001)
9043,67318,C_16317,1,1,3,23049,POINT (-768262.3218858842 -971770.4005671325)
9044,6733,C_34416,1,2,3,22861,POINT (-768336.9620347619 -976026.8182596683)
9045,67344,C_7445,3,1,3,24086,POINT (-765808.6037021937 -982558.0110756028)
9046,67345,C_12848,2,6,3,8970,POINT (-767686.5930000001 -980443.9900000001)
9047,67352,C_14105,3,1,3,16360,POINT (-752339.5930000001 -975307.9900000001)
9048,67353,C_15871,1,1,6,18473,POINT (-750975.1830000001 -975731.6300000001)
9049,67353,C_15868,3,1,2,22604,POINT (-751410.7550376003 -976060.5255890058)
9050,67355,C_13667,1,7,6,4989,POINT (-766472.5930000001 -969712.9900000001)
9051,674,C_32008,3,7,2,6055,POINT (-762588.5930000001 -959199.9900000001)
9052,67455,C_9994,1,1,2,24892,POINT (-756037.891375555 -978661.2249266793)
9053,67465,C_46273,3,6,6,615,POINT (-759877.5830000001 -972750.9500000001)
9054,67465,C_46275,5,6,6,23871,POINT (-769713.3019941071 -980761.2916223315)
9055,67467,C_11988,2,6,3,23586,POINT (-759208.0251293055 -972284.2080286582)
9056,67474,C_49214,2,7,3,4435,POINT (-752032.6130000001 -976145.4999890974)
9057,6748,C_13667,1,7,6,24925,POINT (-751996.3824782048 -977911.5780098748)
9058,67485,C_31221,1,1,3,10280,POINT (-767511.9230000002 -970228.1399890975)
9059,67506,C_41685,3,2,2,4496,POINT (-752922.4630000001 -976659.2000000001)
9060,67517,C_22202,1,1,6,16334,POINT (-752051.5930000001 -975869.9900000001)
9061,67518,C_18441,1,3,3,9772,POINT (-756838.1230000001 -973970.8900000001)
9062,67551,C_33081,1,6,3,15552,POINT (-752242.5930000001 -982139.9900000001)
9063,67552,C_13667,1,7,6,23332,POINT (-754333.76533204 -970708.0278520457)
9064,67573,C_28927,3,6,3,23630,POINT (-764716.1024729152 -979478.0667179952)
9065,67574,C_20520,1,1,6,22329,POINT (-764496.4124163283 -976327.2124269464)
9066,67574,C_20522,3,4,6,22319,POINT (-763748.5960322154 -975930.013391209)
9067,67595,C_1745,3,6,6,9010,POINT (-749347.5530000001 -981326.4900000001)
9068,67595,C_1746,5,6,2,2436,POINT (-755445.2230000001 -983907.0900000001)
9069,67596,C_15917,1,7,6,24681,POINT (-765874.98403435 -968708.6359736029)
9070,67596,C_15915,2,7,3,23122,POINT (-766648.3053835246 -969110.39943611)
9071,67600,C_50309,2,1,2,15488,POINT (-752515.3530000001 -975652.5699890974)
9072,67609,C_34416,1,2,3,3467,POINT (-750603.8530000001 -974533.2100000001)
9073,67610,C_21970,1,6,6,23333,POINT (-755482.5004456886 -970564.8287953942)
9074,67610,C_21971,3,6,6,3115,POINT (-750698.1530000002 -976850.7600000001)
9075,67630,C_41744,3,1,2,11163,POINT (-751093.8430000001 -981062.8000000002)
9076,67677,C_23879,1,7,3,24616,POINT (-765087.8760268268 -968022.6238133464)
9077,67691,C_42330,1,1,6,22964,POINT (-766993.0123229055 -970329.9039812571)
9078,67697,C_17545,1,7,2,22548,POINT (-766565.4257959522 -975484.0642551873)
9079,67700,C_9189,1,3,6,23492,POINT (-757618.7276170508 -974390.8304335069)
9080,67730,C_41919,3,7,2,17789,POINT (-764431.9630000001 -977447.0900000001)
9081,67731,C_28559,1,1,3,23851,POINT (-764922.3347974546 -983504.8081350047)
9082,67732,C_46642,1,1,3,4323,POINT (-763605.9630000001 -983300.1900000001)
9083,67732,C_46644,3,2,2,23808,POINT (-763969.5492621696 -982460.1135690931)
9084,67734,C_23880,1,6,3,8204,POINT (-761831.0130000002 -974304.1400000001)
9085,67738,C_21972,1,7,6,12827,POINT (-755686.9730000001 -976927.2200000001)
9086,67739,C_14105,3,1,3,23409,POINT (-754573.6164136372 -977544.6789514602)
9087,67745,C_42226,1,1,2,22541,POINT (-765655.3649733145 -977463.0880386661)
9088,67748,C_25440,2,1,3,18228,POINT (-759921.0730000001 -978947.1200000001)
9089,67749,C_43616,2,1,6,21240,POINT (-761327.7362398318 -979228.0405779349)
9090,67750,C_48964,2,1,3,7807,POINT (-757835.6530000002 -976310.7400000001)
9091,67757,C_34416,1,2,3,22866,POINT (-768621.4483778822 -974963.2863979687)
9092,67758,C_49740,1,1,2,23768,POINT (-763839.8228625389 -976688.028716412)
9093,67759,C_46642,1,1,3,808,POINT (-764040.5930000001 -977349.9900000001)
9094,67759,C_46644,3,2,2,1075,POINT (-764771.8230000001 -978859.7000000001)
9095,67795,C_36687,1,1,6,240,POINT (-767522.9630000001 -974105.2300000001)
9096,67795,C_36689,3,1,2,191,POINT (-767596.1330000001 -973903.1700000002)
9097,67795,C_36691,5,1,2,2423,POINT (-764251.8330000001 -972162.5800000001)
9098,67797,C_37732,1,1,2,7945,POINT (-764403.0430000001 -972403.8300000001)
9099,67797,C_37735,4,1,2,1808,POINT (-767378.7930000001 -973883.6600000001)
9100,67798,C_28559,1,1,3,2194,POINT (-767508.8030000001 -973737.2000000001)
9101,67799,C_31000,1,2,2,22949,POINT (-768729.1726541851 -972154.2789685441)
9102,67805,C_45676,2,3,3,5244,POINT (-766583.9030000002 -971451.4100000001)
9103,67806,C_9972,2,1,6,20894,POINT (-763210.4873190796 -975469.6378410257)
9104,67806,C_9970,3,1,3,22278,POINT (-764142.5811580585 -975903.3133543864)
9105,67817,C_43275,3,1,2,364,POINT (-752601.3330000001 -975039.0999890974)
9106,67821,C_44302,1,1,3,22598,POINT (-751811.583000401 -976456.7416726003)
9107,67822,C_1218,1,1,3,18265,POINT (-751879.6830000001 -975840.7800000001)
9108,67822,C_1219,3,6,2,20980,POINT (-758838.9226843182 -977339.6153466727)
9109,67823,C_18348,1,1,3,15474,POINT (-752544.0330000001 -975413.9600000001)
9110,67833,C_12865,1,6,3,3804,POINT (-752261.5630000001 -976081.2300000001)
9111,67834,C_11170,1,1,3,16359,POINT (-752294.5930000001 -975866.9900000001)
9112,67835,C_30347,1,6,3,23416,POINT (-754814.8203665455 -977219.1444641909)
9113,67835,C_30348,2,6,6,22266,POINT (-763581.4212169383 -974806.0256419312)
9114,67838,C_41343,3,6,6,2451,POINT (-751978.2030000001 -982363.8700000001)
9115,67843,C_34416,1,2,3,10807,POINT (-768124.3630000001 -970521.6500000001)
9116,6787,C_22365,2,1,3,145,POINT (-759441.5930000001 -963133.9900000001)
9117,67872,C_38979,1,1,3,23985,POINT (-764606.3446288455 -980002.3055475964)
9118,6791,C_49740,1,1,2,24879,POINT (-755318.0586556403 -981192.3081174341)
9119,6794,C_22365,2,1,3,25507,POINT (-757128.829960385 -965646.8301481266)
9120,6796,C_43616,2,1,6,22739,POINT (-768086.1481086296 -973277.4097607171)
9121,6798,C_43616,2,1,6,16900,POINT (-768024.6130000001 -973595.3700000001)
9122,6799,C_40021,3,1,2,16919,POINT (-756464.5930000001 -967870.9900000001)
9123,6799,C_40022,5,1,3,25244,POINT (-756557.4370149209 -967755.4999561143)
9124,68029,C_34416,1,2,3,24676,POINT (-765801.0609420132 -969518.648729217)
9125,68042,C_21106,1,1,6,10366,POINT (-766647.2930000001 -970049.0300000001)
9126,68042,C_21105,4,6,2,23083,POINT (-768134.7620619838 -970294.0461549144)
9127,68043,C_38556,2,6,3,16388,POINT (-765529.5930000001 -972276.9900000001)
9128,68048,C_5003,3,4,6,4122,POINT (-762711.5930000001 -959403.9900000001)
9129,68049,C_23826,1,1,3,13008,POINT (-765618.1630000001 -967946.4100000001)
9130,68055,C_16317,1,1,3,10807,POINT (-768124.3630000001 -970521.6500000001)
9131,68068,C_30531,1,1,3,23082,POINT (-768274.6098748016 -971476.6776523803)
9132,68080,C_19225,3,6,2,22970,POINT (-766680.5742359121 -971187.000527306)
9133,68081,C_40018,1,1,2,22977,POINT (-766625.6111493999 -970802.2759193197)
9134,68082,C_31327,1,7,3,20125,POINT (-757785.5310226241 -960800.819066491)
9135,68083,C_9972,2,1,6,22648,POINT (-767806.0939770195 -972582.4992549332)
9136,68083,C_9970,3,1,3,22648,POINT (-767806.0939770195 -972582.4992549332)
9137,6809,C_16317,1,1,3,18590,POINT (-764096.3630000001 -978036.1500000001)
9138,68117,C_26397,2,1,3,22962,POINT (-767008.958074127 -970329.9665529255)
9139,68120,C_27539,3,2,2,22803,POINT (-767687.25585124 -972854.0427714933)
9140,68127,C_22365,2,1,3,22921,POINT (-768803.3362532195 -971963.5621768455)
9141,68128,C_34416,1,2,3,21139,POINT (-757803.6861471477 -980781.0890543602)
9142,68132,C_34416,1,2,3,22651,POINT (-767518.2449592066 -972584.3828661885)
9143,6818,C_49648,1,1,3,2822,POINT (-768082.8030000001 -971224.1400000001)
9144,68184,C_29202,1,6,6,2356,POINT (-757002.7730000002 -983411.6400000001)
9145,68192,C_19225,3,6,2,22603,POINT (-751660.4660371763 -975907.0145216001)
9146,68194,C_26397,2,1,3,23249,POINT (-753507.34575121 -975206.2413723044)
9147,68195,C_16317,1,1,3,22594,POINT (-751664.3538313509 -976209.7225995129)
9148,68197,C_23828,1,1,3,17594,POINT (-764283.5930000001 -977672.4400000001)
9149,682,C_6580,1,1,6,15441,POINT (-752603.1130000001 -975476.3400000001)
9150,6821,C_21972,1,7,6,24277,POINT (-769091.1277203982 -962927.1825557246)
9151,68221,C_42226,1,1,2,23808,POINT (-763969.5492621696 -982460.1135690931)
9152,68235,C_50414,2,1,6,18263,POINT (-751425.4130000001 -976398.2400000001)
9153,68268,C_6580,1,1,6,19596,POINT (-760087.2111769294 -962214.2755225509)
9154,68269,C_30537,2,1,3,24276,POINT (-766599.6235156127 -964236.1862374889)
9155,68270,C_33417,1,1,3,10084,POINT (-760602.5930000001 -962189.9900000001)
9156,68270,C_33418,2,1,6,19858,POINT (-760968.3639724628 -962412.7464206398)
9157,68271,C_37295,3,5,3,24859,POINT (-754783.2836853768 -979711.7958052916)
9158,68272,C_21972,1,7,6,17666,POINT (-767211.7230000001 -971947.9900000001)
9159,68274,C_19225,3,6,2,25091,POINT (-757479.493920652 -963366.6152731087)
9160,68276,C_43616,2,1,6,19806,POINT (-760138.7065110493 -962678.5092582155)
9161,68277,C_43616,2,1,6,23836,POINT (-764331.2558236914 -983926.4929815027)
9162,68350,C_3155,1,1,2,1808,POINT (-767378.7930000001 -973883.6600000001)
9163,68350,C_3153,2,1,3,5158,POINT (-762716.5930000001 -971904.7500000001)
9164,68350,C_3152,3,1,6,3699,POINT (-762273.5930000001 -972470.9900000001)
9165,68350,C_3156,4,6,3,20559,POINT (-761439.6147936085 -973239.4440235625)
9166,68350,C_3154,5,1,2,20567,POINT (-761221.1556743833 -973465.6197615851)
9167,68352,C_41204,1,1,2,22549,POINT (-767078.5012723561 -975480.40885523)
9168,68352,C_41205,2,1,3,22868,POINT (-767803.3130352574 -974875.3535995621)
9169,68366,C_7445,3,1,3,23535,POINT (-759243.5801992338 -971802.9404669355)
9170,684,C_6580,1,1,6,7070,POINT (-767429.9230000001 -971045.8400000001)
