,PersonID,AgeGroup,JourneyMainMode,LocationID,geometry
6098,112023,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6099,112033,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6100,112050,1,1,25410,POINT (-755333.2199999988 -974591.5199999996)
6101,112054,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6102,112100,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6103,112132,1,1,25410,POINT (-755333.2199999988 -974591.5199999996)
6104,112145,1,1,25410,POINT (-755333.2199999988 -974591.5199999996)
6105,112158,1,6,25411,POINT (-755827.3599999994 -974604.6799999997)
6106,112167,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6107,112169,1,5,25410,POINT (-755333.2199999988 -974591.5199999996)
6108,112233,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6109,112251,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6110,112282,1,1,25410,POINT (-755333.2199999988 -974591.5199999996)
6111,112289,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6112,112331,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6113,112359,1,1,25411,POINT (-755827.3599999994 -974604.6799999997)
6114,112408,1,1,25411,POINT (-755827.3599999994 -974604.6799999997)
6115,112432,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6116,112440,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6117,112449,1,1,25410,POINT (-755333.2199999988 -974591.5199999996)
6118,112483,1,1,25410,POINT (-755333.2199999988 -974591.5199999996)
6119,112503,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6120,112505,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6121,112520,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6122,112589,1,1,25410,POINT (-755333.2199999988 -974591.5199999996)
6123,112612,1,1,25411,POINT (-755827.3599999994 -974604.6799999997)
6124,112624,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6125,112637,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6126,112654,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6127,112684,1,7,25410,POINT (-755333.2199999988 -974591.5199999996)
6128,112700,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6129,112703,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6130,112742,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6131,112755,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6132,112803,1,3,25411,POINT (-755827.3599999994 -974604.6799999997)
6133,112831,1,1,25410,POINT (-755333.2199999988 -974591.5199999996)
6134,112841,1,1,25410,POINT (-755333.2199999988 -974591.5199999996)
6135,112846,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6136,112872,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6137,112896,1,5,25410,POINT (-755333.2199999988 -974591.5199999996)
6138,112949,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6139,113008,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6140,113384,1,1,25410,POINT (-755333.2199999988 -974591.5199999996)
6141,113615,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6142,113690,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6143,113696,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6144,113750,1,6,25411,POINT (-755827.3599999994 -974604.6799999997)
6145,113762,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6146,113860,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6147,114138,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6148,114143,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6149,114236,1,6,25411,POINT (-755827.3599999994 -974604.6799999997)
6150,114564,1,1,25411,POINT (-755827.3599999994 -974604.6799999997)
6151,114583,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6152,114852,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6153,115047,1,3,25410,POINT (-755333.2199999988 -974591.5199999996)
6154,115193,1,6,25410,POINT (-755333.2199999988 -974591.5199999996)
6155,115207,1,5,25410,POINT (-755333.2199999988 -974591.5199999996)
6156,98047,1,5,25469,POINT (-759247.1499999985 -974774.7699999996)
6157,98049,1,1,25469,POINT (-759247.1499999985 -974774.7699999996)
6158,98050,1,1,25469,POINT (-759247.1499999985 -974774.7699999996)
6159,98054,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6160,98073,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6161,98083,1,5,25469,POINT (-759247.1499999985 -974774.7699999996)
6162,98090,1,1,25469,POINT (-759247.1499999985 -974774.7699999996)
6163,98091,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6164,98094,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6165,98101,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6166,98102,1,5,25469,POINT (-759247.1499999985 -974774.7699999996)
6167,98106,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6168,98117,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6169,98124,1,7,25469,POINT (-759247.1499999985 -974774.7699999996)
6170,98134,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6171,98142,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6172,98149,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6173,98161,1,5,25469,POINT (-759247.1499999985 -974774.7699999996)
6174,98165,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6175,98171,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6176,98181,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6177,98187,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6178,98203,1,5,25469,POINT (-759247.1499999985 -974774.7699999996)
6179,98211,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6180,98224,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6181,98225,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6182,98230,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6183,98231,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6184,98235,1,5,25469,POINT (-759247.1499999985 -974774.7699999996)
6185,98239,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6186,98243,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6187,98245,1,4,25469,POINT (-759247.1499999985 -974774.7699999996)
6188,98252,1,1,25469,POINT (-759247.1499999985 -974774.7699999996)
6189,98254,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6190,98256,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6191,98258,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6192,98262,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6193,98263,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6194,98266,1,1,25469,POINT (-759247.1499999985 -974774.7699999996)
6195,98270,1,7,25469,POINT (-759247.1499999985 -974774.7699999996)
6196,98295,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6197,98301,1,1,25469,POINT (-759247.1499999985 -974774.7699999996)
6198,98303,1,4,25469,POINT (-759247.1499999985 -974774.7699999996)
6199,98309,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6200,98310,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6201,98315,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6202,98317,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6203,98321,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6204,98327,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6205,98329,1,1,25469,POINT (-759247.1499999985 -974774.7699999996)
6206,98334,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6207,98339,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6208,98350,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6209,98351,1,1,25469,POINT (-759247.1499999985 -974774.7699999996)
6210,98358,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6211,98359,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6212,98363,1,1,25469,POINT (-759247.1499999985 -974774.7699999996)
6213,98379,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6214,98380,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6215,98382,1,3,25469,POINT (-759247.1499999985 -974774.7699999996)
6216,6624,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6217,7472,1,6,25469,POINT (-759247.1499999985 -974774.7699999996)
6218,114612,1,3,608955_88,POINT (-761105.3117222277 -970849.888025293)
6219,32011,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6220,32417,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6221,42327,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6222,42374,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6223,48758,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6224,48786,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6225,48888,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6226,48952,1,1,25428,POINT (-762328.870000001 -974568.2300000004)
6227,48967,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6228,49016,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6229,55616,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6230,55768,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6231,55804,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6232,55822,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6233,55844,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6234,55907,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6235,55953,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6236,55956,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6237,55987,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6238,56049,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6239,56071,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6240,56216,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6241,56455,1,1,25428,POINT (-762328.870000001 -974568.2300000004)
6242,56507,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6243,56615,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6244,56731,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6245,56760,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6246,56784,1,1,25429,POINT (-762631.2600000016 -975125.6799999997)
6247,56802,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6248,57505,1,7,25429,POINT (-762631.2600000016 -975125.6799999997)
6249,57869,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6250,57896,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6251,57937,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6252,58053,1,4,25428,POINT (-762328.870000001 -974568.2300000004)
6253,59757,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6254,59841,1,4,25428,POINT (-762328.870000001 -974568.2300000004)
6255,60055,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6256,61350,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6257,61371,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6258,61510,1,7,25427,POINT (-761966.2800000012 -974946.2800000012)
6259,61539,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6260,61612,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6261,61644,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6262,61689,1,6,25428,POINT (-762328.870000001 -974568.2300000004)
6263,61843,1,7,25429,POINT (-762631.2600000016 -975125.6799999997)
6264,61911,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6265,62924,1,6,25428,POINT (-762328.870000001 -974568.2300000004)
6266,62950,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6267,63903,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6268,64755,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6269,65037,1,1,25429,POINT (-762631.2600000016 -975125.6799999997)
6270,65143,1,1,25429,POINT (-762631.2600000016 -975125.6799999997)
6271,65348,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6272,65442,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6273,65973,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6274,66081,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6275,66989,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6276,67330,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6277,67967,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6278,68056,1,6,25428,POINT (-762328.870000001 -974568.2300000004)
6279,68586,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6280,69032,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6281,69246,1,5,25428,POINT (-762328.870000001 -974568.2300000004)
6282,28070,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6283,7303,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6284,8228,1,1,25428,POINT (-762328.870000001 -974568.2300000004)
6285,4083,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6286,4778,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6287,5080,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6288,95333,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6289,95337,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6290,95341,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6291,95350,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6292,95362,1,4,25427,POINT (-761966.2800000012 -974946.2800000012)
6293,95391,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6294,95395,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6295,95412,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6296,95461,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6297,95474,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6298,95477,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6299,95481,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6300,95496,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6301,95501,1,3,25428,POINT (-762328.870000001 -974568.2300000004)
6302,95560,1,4,25427,POINT (-761966.2800000012 -974946.2800000012)
6303,95578,1,1,25429,POINT (-762631.2600000016 -975125.6799999997)
6304,95585,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6305,95603,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6306,95639,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6307,95654,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6308,95666,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6309,95671,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6310,95688,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6311,95691,1,7,25428,POINT (-762328.870000001 -974568.2300000004)
6312,95738,1,1,25429,POINT (-762631.2600000016 -975125.6799999997)
6313,95773,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6314,96032,1,4,25429,POINT (-762631.2600000016 -975125.6799999997)
6315,96103,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6316,96138,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6317,96413,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6318,96737,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6319,97989,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6320,98023,1,4,25427,POINT (-761966.2800000012 -974946.2800000012)
6321,98035,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6322,98039,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6323,98045,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6324,98103,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6325,98113,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6326,98125,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6327,98140,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6328,98174,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6329,98175,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6330,98197,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6331,98209,1,1,25428,POINT (-762328.870000001 -974568.2300000004)
6332,98218,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6333,98223,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6334,98234,1,4,25429,POINT (-762631.2600000016 -975125.6799999997)
6335,98246,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6336,98247,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6337,98249,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6338,98260,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6339,98282,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6340,98288,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6341,98290,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6342,98300,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6343,98333,1,1,25429,POINT (-762631.2600000016 -975125.6799999997)
6344,98346,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6345,98371,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6346,98374,1,1,25429,POINT (-762631.2600000016 -975125.6799999997)
6347,98393,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6348,98396,1,1,25429,POINT (-762631.2600000016 -975125.6799999997)
6349,98441,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6350,98455,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6351,98483,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6352,98491,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6353,98496,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6354,98509,1,4,25427,POINT (-761966.2800000012 -974946.2800000012)
6355,98519,1,1,25429,POINT (-762631.2600000016 -975125.6799999997)
6356,98524,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6357,98533,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6358,98541,1,7,25429,POINT (-762631.2600000016 -975125.6799999997)
6359,98555,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6360,98564,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6361,98566,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6362,98575,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6363,98629,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6364,98641,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6365,98643,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6366,98664,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6367,98707,1,5,25428,POINT (-762328.870000001 -974568.2300000004)
6368,98712,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6369,98756,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6370,98771,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6371,98775,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6372,98789,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6373,98798,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6374,98807,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6375,98816,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6376,98827,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6377,98831,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6378,98850,1,4,25427,POINT (-761966.2800000012 -974946.2800000012)
6379,98855,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6380,98862,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6381,98866,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6382,98883,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6383,98894,1,5,25427,POINT (-761966.2800000012 -974946.2800000012)
6384,98899,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6385,98908,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6386,98916,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6387,98922,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6388,98942,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6389,99149,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6390,99246,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6391,99287,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6392,99316,1,7,25427,POINT (-761966.2800000012 -974946.2800000012)
6393,99395,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6394,99438,1,1,25428,POINT (-762328.870000001 -974568.2300000004)
6395,99449,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6396,99572,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6397,99594,1,4,25427,POINT (-761966.2800000012 -974946.2800000012)
6398,99700,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6399,99835,1,1,25429,POINT (-762631.2600000016 -975125.6799999997)
6400,100252,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6401,100321,1,7,25427,POINT (-761966.2800000012 -974946.2800000012)
6402,101059,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6403,101064,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6404,101084,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6405,101091,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6406,101094,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6407,101098,1,7,25427,POINT (-761966.2800000012 -974946.2800000012)
6408,101105,1,3,25427,POINT (-761966.2800000012 -974946.2800000012)
6409,101128,1,6,25427,POINT (-761966.2800000012 -974946.2800000012)
6410,101146,1,1,25429,POINT (-762631.2600000016 -975125.6799999997)
6411,101158,1,3,25429,POINT (-762631.2600000016 -975125.6799999997)
6412,101162,1,1,25427,POINT (-761966.2800000012 -974946.2800000012)
6413,101171,1,6,25429,POINT (-762631.2600000016 -975125.6799999997)
6414,20967,1,1,25474,POINT (-756741.9100000001 -975618.1700000018)
6415,21196,1,6,25473,POINT (-758983.4299999997 -975362.9699999988)
6416,26841,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6417,28533,1,1,25473,POINT (-758983.4299999997 -975362.9699999988)
6418,43211,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6419,56611,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6420,98909,1,2,25473,POINT (-758983.4299999997 -975362.9699999988)
6421,104779,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6422,105225,1,6,25473,POINT (-758983.4299999997 -975362.9699999988)
6423,105585,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6424,108300,1,6,25473,POINT (-758983.4299999997 -975362.9699999988)
6425,21340,1,4,25472,POINT (-757739.3000000007 -975667.2300000004)
6426,22327,1,6,25472,POINT (-757739.3000000007 -975667.2300000004)
6427,22757,1,3,25474,POINT (-756741.9100000001 -975618.1700000018)
6428,24225,1,6,25473,POINT (-758983.4299999997 -975362.9699999988)
6429,24415,1,3,25474,POINT (-756741.9100000001 -975618.1700000018)
6430,24454,1,3,25471,POINT (-758649.629999999 -975203.3099999987)
6431,24568,1,6,25473,POINT (-758983.4299999997 -975362.9699999988)
6432,25437,1,3,25474,POINT (-756741.9100000001 -975618.1700000018)
6433,26292,1,3,25471,POINT (-758649.629999999 -975203.3099999987)
6434,26684,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6435,28244,1,5,25471,POINT (-758649.629999999 -975203.3099999987)
6436,28902,1,6,25474,POINT (-756741.9100000001 -975618.1700000018)
6437,29919,1,7,25473,POINT (-758983.4299999997 -975362.9699999988)
6438,31191,1,3,25472,POINT (-757739.3000000007 -975667.2300000004)
6439,31751,1,1,25473,POINT (-758983.4299999997 -975362.9699999988)
6440,32073,1,6,25472,POINT (-757739.3000000007 -975667.2300000004)
6441,16366,1,4,25474,POINT (-756741.9100000001 -975618.1700000018)
6442,16747,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6443,17337,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6444,17706,1,4,25473,POINT (-758983.4299999997 -975362.9699999988)
6445,18187,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6446,18396,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6447,18562,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6448,18571,1,3,25471,POINT (-758649.629999999 -975203.3099999987)
6449,18581,1,4,25473,POINT (-758983.4299999997 -975362.9699999988)
6450,18794,1,3,25474,POINT (-756741.9100000001 -975618.1700000018)
6451,19039,1,3,25474,POINT (-756741.9100000001 -975618.1700000018)
6452,20280,1,6,25473,POINT (-758983.4299999997 -975362.9699999988)
6453,20498,1,7,25473,POINT (-758983.4299999997 -975362.9699999988)
6454,20504,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6455,20918,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6456,21155,1,6,25474,POINT (-756741.9100000001 -975618.1700000018)
6457,21443,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6458,21921,1,1,25473,POINT (-758983.4299999997 -975362.9699999988)
6459,21922,1,6,25474,POINT (-756741.9100000001 -975618.1700000018)
6460,22061,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6461,22289,1,3,25474,POINT (-756741.9100000001 -975618.1700000018)
6462,22469,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6463,22475,1,7,25473,POINT (-758983.4299999997 -975362.9699999988)
6464,22741,1,6,25473,POINT (-758983.4299999997 -975362.9699999988)
6465,22955,1,6,25473,POINT (-758983.4299999997 -975362.9699999988)
6466,22977,1,1,25473,POINT (-758983.4299999997 -975362.9699999988)
6467,23084,1,1,25473,POINT (-758983.4299999997 -975362.9699999988)
6468,23349,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6469,23490,1,3,25474,POINT (-756741.9100000001 -975618.1700000018)
6470,23511,1,6,25473,POINT (-758983.4299999997 -975362.9699999988)
6471,23831,1,6,25473,POINT (-758983.4299999997 -975362.9699999988)
6472,24124,1,1,25473,POINT (-758983.4299999997 -975362.9699999988)
6473,24143,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6474,24271,1,5,25474,POINT (-756741.9100000001 -975618.1700000018)
6475,24848,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6476,25532,1,1,25473,POINT (-758983.4299999997 -975362.9699999988)
6477,25533,1,1,25473,POINT (-758983.4299999997 -975362.9699999988)
6478,25828,1,5,25473,POINT (-758983.4299999997 -975362.9699999988)
6479,25935,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6480,26882,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6481,27482,1,3,25473,POINT (-758983.4299999997 -975362.9699999988)
6482,27500,1,6,25473,POINT (-758983.4299999997 -975362.9699999988)
6483,27787,1,3,25474,POINT (-756741.9100000001 -975618.1700000018)
6484,28507,1,7,25473,POINT (-758983.4299999997 -975362.9699999988)
6485,28650,1,5,25473,POINT (-758983.4299999997 -975362.9699999988)
