,PersonID,Weight,AgeGroup,Gender,Education,ActivityCzechiaHTS,TownSize,TownCode,RegionCode,DistrictCode,JourneyMainMode,DeclaredJourneyTime,PrimaryLocRelationHome,PrimaryLocTownCode,PrimaryLocDistrictCode,PrimaryLocStateName,PrimaryLocCrowFliesTripDist,HasWorkTrip,HasEducationTrip,FlexibleHours,AvailCar,AvailBike,DrivingLicense,PtSubscription
3045,CZ14899,0.955674809,7,2,2,6,5,,CZ032,3211,1,4,88,,3211,Česko,0.0,False,False,99,1,1,1,1
3046,CZ14900,0.839737293,5,2,2,1,2,,CZ064,6221,4,5,2,,6203,Česko,32060.000000000004,True,False,1,1,1,1,1
3047,CZ14902,1.025976354,3,1,4,1,8,,CZ064,6203,1,1,88,,6203,Česko,0.0,False,False,2,0,0,1,1
3048,CZ14903,1.196375642,3,2,4,1,8,,CZ064,6203,1,2,1,,6203,Česko,1634.28107013356,True,False,2,0,0,1,0
3049,CZ14904,0.699774328,8,1,2,6,8,,CZ064,6203,6,1,88,,6203,Česko,0.0,False,False,99,1,0,1,0
3050,CZ14906,1.93564073,7,2,1,6,8,,CZ080,8119,1,1,88,,8119,Česko,0.0,False,False,99,1,1,0,1
3051,CZ14907,0.899265339,4,2,4,1,8,,CZ010,1100,3,2,1,,1100,Česko,7111.0659496996495,True,False,2,0,1,1,1
3052,CZ14908,0.783283009,1,2,1,3,2,,CZ031,3115,1,1,6,,3115,Česko,56.012910037801696,False,True,99,0,0,0,0
3053,CZ14909,0.783283009,1,2,1,3,2,,CZ031,3115,1,1,6,,3115,Česko,56.012910037801696,False,True,99,0,0,0,0
3054,CZ1491,0.699774328,8,1,2,6,8,,CZ010,1100,6,1,88,,1100,Česko,0.0,False,False,99,1,0,1,1
3055,CZ14915,0.682195862,7,1,1,2,1,,CZ032,3207,6,1,1,,3207,Česko,198.985965717797,True,False,1,1,0,1,0
3056,CZ14917,1.196375642,3,2,4,1,8,,CZ064,6203,3,3,1,,6203,Česko,3291.67257567526,True,False,2,0,1,1,1
3057,CZ1492,1.112479755,3,2,2,1,8,,CZ010,1100,3,2,1,,1100,Česko,4630.85505860312,True,False,1,1,0,1,1
3058,CZ14920,0.049558592,5,2,4,4,8,,CZ010,1100,3,2,88,,1100,Česko,0.0,False,False,99,1,1,1,1
3059,CZ14921,0.517469231,8,2,2,6,8,,CZ010,1100,1,4,88,,1100,Česko,0.0,False,False,99,1,0,1,1
3060,CZ14923,0.285245638,7,2,1,12,8,,CZ080,8119,1,1,88,,8119,Česko,0.0,False,False,99,0,0,0,0
3061,CZ14925,0.921319364,4,1,2,1,6,,CZ072,7207,6,1,3,,6218,Česko,27110.0,True,False,1,1,1,1,0
3062,CZ14926,0.767168907,7,2,2,6,6,,CZ072,7210,1,2,88,,7210,Česko,0.0,False,False,99,1,0,0,0
3063,CZ14927,0.752272394,1,1,1,3,6,,CZ072,7210,1,1,1,,7210,Česko,272.72899304811796,False,True,99,1,0,0,0
3064,CZ14928,0.716476682,5,2,2,1,6,,CZ072,7210,6,1,1,,7210,Česko,2175.2634625810997,True,False,1,1,0,1,0
3065,CZ1493,0.653980951,6,1,2,1,8,,CZ010,1100,3,3,1,,1100,Česko,7780.0,True,False,1,1,0,1,1
3066,CZ14930,0.606437978,5,1,2,1,6,,CZ063,6115,6,1,1,,6115,Česko,974.981295660573,True,False,1,1,0,1,0
3067,CZ14933,0.653980951,6,1,2,1,5,,CZ053,5301,6,2,1,,5301,Česko,300.0,True,False,1,1,1,1,0
3068,CZ14934,0.756651069,6,2,2,1,5,,CZ053,5301,2,6,88,,5301,Česko,0.0,False,False,1,1,1,1,0
3069,CZ14935,1.266367601,3,1,2,3,5,,CZ053,5301,1,3,1,,5301,Česko,740.0,True,False,1,1,1,1,1
3070,CZ14936,1.017968925,7,1,2,6,5,,CZ053,5301,4,2,88,,5301,Česko,0.0,False,False,99,0,0,1,0
3071,CZ14937,0.955674809,7,2,2,6,5,,CZ053,5301,4,2,88,,5301,Česko,0.0,False,False,99,0,0,0,0
3072,CZ14939,0.990411691,7,1,2,6,5,,CZ053,5301,2,2,1,,5301,Česko,910.0,True,False,99,1,0,1,0
3073,CZ1494,0.716476682,5,2,2,1,8,,CZ010,1100,3,1,1,,1100,Česko,4263.274343565759,True,False,1,0,0,0,1
3074,CZ14940,0.877439954,7,1,4,1,7,,CZ072,7213,6,1,1,,7213,Česko,1531.05820999449,True,False,2,1,0,1,0
3075,CZ14941,0.325784527,7,2,4,1,7,,CZ072,7213,1,2,1,,7213,Česko,943.724351384582,True,False,1,1,0,1,0
3076,CZ14942,0.783283009,1,2,1,3,7,,CZ052,5205,2,1,1,,5205,Česko,1563.99777201003,False,True,99,0,1,0,1
3077,CZ14943,0.752272394,1,1,1,3,7,,CZ052,5205,2,1,1,,5205,Česko,1563.99777201003,False,True,99,0,1,0,1
3078,CZ14945,0.956728876,5,1,2,1,7,,CZ052,5205,6,2,1,,5205,Česko,5536.49361345878,True,False,2,1,1,1,0
3079,CZ14946,0.898303635,4,2,2,1,7,,CZ052,5205,3,2,1,,5205,Česko,1966.6287579489199,True,False,1,1,1,1,1
3080,CZ14947,1.142359507,2,2,1,3,7,,CZ052,5205,3,2,1,,5205,Česko,3540.35480582087,False,True,99,1,0,0,1
3081,CZ14948,3.585080458,4,1,2,12,7,,CZ052,5205,3,2,88,,5205,Česko,0.0,False,False,99,1,1,1,1
3082,CZ1495,0.752272394,1,1,1,3,8,,CZ010,1100,1,1,88,,1100,Česko,0.0,False,False,99,1,1,0,0
3083,CZ14951,0.899265339,4,2,4,1,4,,CZ052,5210,6,1,1,,5210,Česko,7866.34442270397,True,False,1,1,0,1,1
3084,CZ14955,1.184643565,3,1,2,1,5,,CZ051,5109,6,3,3,,2115,Česko,31900.0,True,False,1,1,0,1,0
3085,CZ14956,0.606437978,5,1,2,1,5,,CZ051,5109,8,1,3,,2115,Česko,46490.0,True,False,1,0,0,1,0
3086,CZ14958,0.921319364,4,1,2,1,3,,CZ072,7207,6,1,6,,7204,Česko,39580.0,True,False,1,1,1,1,0
3087,CZ14959,2.119995696,4,2,2,7,3,,CZ072,7207,1,1,6,,7207,Česko,243.647237046936,True,False,1,0,1,1,0
3088,CZ1496,0.898303635,4,2,2,1,8,,CZ010,1100,1,2,1,,1100,Česko,8060.000000000001,True,False,1,1,1,1,1
3089,CZ14962,0.996777711,6,1,2,6,3,,CZ042,4202,1,1,88,,4202,Česko,0.0,False,False,99,0,0,1,0
3090,CZ14964,0.645630363,5,2,4,1,4,,CZ064,6207,7,2,2,,6203,Česko,29570.6719129434,True,False,1,1,0,1,0
3091,CZ14967,1.334677204,2,1,1,3,4,,CZ064,6207,1,1,1,,6207,Česko,614.45497959438,False,True,99,0,1,0,0
3092,CZ14968,0.96329053,4,1,4,1,3,,CZ064,6214,6,2,2,,6203,Česko,17257.145366463898,True,False,1,1,1,1,0
3093,CZ14969,0.752272394,1,1,1,3,3,,CZ064,6214,1,1,1,,6214,Česko,135.426682458833,False,True,99,0,1,0,0
3094,CZ1497,0.171536502,5,1,3,1,8,,CZ010,1100,6,2,1,,1100,Česko,8939.475459389641,True,False,2,1,1,1,0
3095,CZ14970,0.899265339,4,2,4,1,3,,CZ064,6214,6,1,1,,6214,Česko,2403.28375677317,True,False,1,1,1,1,0
3096,CZ14971,0.783283009,1,2,1,3,3,,CZ064,6214,1,1,1,,6214,Česko,135.426682458833,False,True,99,0,1,0,0
3097,CZ14973,0.752272394,1,1,1,3,4,,CZ041,4107,1,1,1,,4107,Česko,1058.4490689760698,False,True,99,0,0,0,0
3098,CZ14975,1.066141179,6,1,2,1,4,,CZ041,4107,6,2,2,,4103,Česko,11414.9211885585,True,False,1,1,0,1,0
3099,CZ14976,1.246039202,3,1,2,3,4,,CZ041,4107,4,1,1,,4107,Česko,12034.8817455247,False,True,99,1,1,1,0
3100,CZ14977,1.066141179,6,1,2,1,4,,CZ064,6211,6,1,6,,6211,Česko,800.622554290688,True,False,2,1,0,1,0
3101,CZ14978,0.826096241,6,2,2,1,4,,CZ064,6211,1,1,1,,6211,Česko,881.79756727627,True,False,1,1,0,1,0
3102,CZ14979,1.334677204,2,1,1,3,4,,CZ064,6211,1,1,6,,6211,Česko,418.16607040036604,False,True,99,0,0,0,0
3103,CZ1498,1.025976354,3,1,4,1,8,,CZ010,1100,3,2,1,,1100,Česko,4399.49894272449,True,False,1,1,1,1,1
3104,CZ14980,7.11903504,4,2,4,13,4,,CZ032,3209,1,2,88,,3209,Česko,0.0,False,False,99,1,1,1,0
3105,CZ14981,0.921319364,4,1,2,1,4,,CZ032,3209,6,3,2,,3212,Česko,29888.572406419702,True,False,1,1,1,1,0
3106,CZ14982,0.653980951,6,1,2,1,8,,CZ032,3209,7,2,88,,3209,Česko,0.0,False,False,1,0,0,0,0
3107,CZ14983,1.142359507,2,2,1,3,8,,CZ032,3209,7,2,88,,3209,Česko,0.0,False,False,99,0,0,0,0
3108,CZ14985,0.141582467,8,2,2,1,7,,CZ072,7213,6,2,1,,7213,Česko,4520.0,True,False,99,1,1,1,0
3109,CZ14986,0.898303635,4,2,2,1,8,,CZ032,3209,6,1,1,,3209,Česko,2050.56306417829,True,False,1,1,1,1,0
3110,CZ14989,0.777888093,8,2,2,6,6,,CZ020,2110,3,2,88,,2110,Česko,0.0,False,False,99,0,0,0,0
3111,CZ1499,1.025976354,3,1,4,1,8,,CZ010,1100,3,2,1,,1100,Česko,4129.66499532251,True,False,2,1,1,1,1
3112,CZ14990,1.93564073,7,2,1,6,1,,CZ064,6211,2,1,88,,6211,Česko,0.0,False,False,99,0,1,0,0
3113,CZ14993,0.606437978,5,1,2,1,7,,CZ020,2109,6,2,1,,2109,Česko,2098.18566239257,True,False,1,1,1,1,0
3114,CZ14994,1.257699028,3,1,2,1,7,,CZ020,2109,6,1,1,,2109,Česko,2780.21570893094,True,False,1,1,1,1,0
3115,CZ14995,1.142359507,2,2,1,3,7,,CZ020,2109,7,3,88,,2109,Česko,0.0,False,False,99,1,1,0,1
3116,CZ14999,0.653980951,6,1,2,1,8,,CZ010,1100,6,6,3,,3102,Česko,122358.120296975,True,False,2,1,1,1,0
3117,CZ15,1.911637687,8,2,1,6,1,,CZ041,4105,7,2,88,,4105,Česko,0.0,False,False,99,0,1,0,0
3118,CZ150,0.898303635,4,2,2,1,7,,CZ052,5205,1,1,88,,5205,Česko,0.0,False,False,1,1,1,1,0
3119,CZ1500,0.636187221,8,1,4,6,8,,CZ010,1100,6,2,88,,1100,Česko,0.0,False,False,99,1,1,1,1
3120,CZ15001,0.716476682,5,2,2,1,3,,CZ064,6207,1,1,6,,6207,Česko,280.527813698486,True,False,2,1,1,1,0
3121,CZ15002,1.112479755,3,2,2,1,3,,CZ064,6207,6,1,6,,6207,Česko,280.527813698486,True,False,1,1,1,1,0
3122,CZ15003,1.184643565,3,1,2,1,3,,CZ064,6207,6,1,1,,6207,Česko,4937.19293900302,True,False,1,1,1,1,0
3123,CZ15007,0.517469231,8,2,2,6,8,,CZ010,1100,3,1,88,,1100,Česko,0.0,False,False,99,0,0,0,0
3124,CZ15008,0.955674809,7,2,2,6,6,,CZ064,6204,1,2,88,,6204,Česko,0.0,False,False,99,1,1,1,0
3125,CZ15009,1.017968925,7,1,2,6,6,,CZ064,6204,1,2,88,,6204,Česko,0.0,False,False,99,1,1,1,0
3126,CZ1501,0.517469231,8,2,2,6,8,,CZ010,1100,7,2,88,,1100,Česko,0.0,False,False,99,1,1,1,0
3127,CZ15014,1.689531857,3,2,4,3,8,,CZ010,1100,3,4,3,,2105,Česko,27263.3476445692,True,False,1,0,0,1,1
3128,CZ15015,0.143328738,7,2,2,1,8,,CZ010,1100,3,2,1,,1100,Česko,6789.1675009396,True,False,1,1,1,1,1
3129,CZ15016,0.877439954,7,1,4,1,8,,CZ010,1100,3,2,1,,1100,Česko,6789.1675009396,True,False,1,1,0,1,1
3130,CZ15017,0.921319364,4,1,2,1,8,,CZ010,1100,3,3,1,,1100,Česko,13165.025314788201,True,False,1,1,0,1,1
3131,CZ15019,0.783283009,1,2,1,3,8,,CZ010,1100,7,1,3,,2103,Česko,3059.65776431951,False,True,99,1,1,0,0
3132,CZ15020,0.716476682,5,2,2,1,8,,CZ010,1100,6,1,1,,1100,Česko,11385.7333260043,True,False,1,1,1,1,0
3133,CZ15024,1.605315878,4,1,2,1,8,,CZ010,1100,6,2,1,,1100,Česko,10120.0,True,False,2,1,0,1,0
3134,CZ15025,1.191676075,7,1,4,2,3,,CZ064,6214,1,1,6,,1100,Česko,183790.0,True,False,1,1,0,1,0
3135,CZ15027,1.93564073,7,2,1,6,2,,CZ064,6216,7,3,88,,6216,Česko,0.0,False,False,99,0,1,0,0
3136,CZ15028,0.990411691,7,1,2,6,2,,CZ064,6216,6,3,88,,6216,Česko,0.0,False,False,99,1,1,0,0
3137,CZ15029,0.320097435,4,2,4,4,2,,CZ064,6216,6,4,88,,6216,Česko,0.0,False,False,99,1,1,1,0
3138,CZ1503,0.320097435,4,2,4,4,8,,CZ010,1100,3,4,88,,1100,Česko,0.0,False,False,99,1,0,1,0
3139,CZ15031,0.955674809,7,2,2,6,2,,CZ020,2108,1,2,88,,2108,Česko,0.0,False,False,99,1,0,1,0
3140,CZ15035,0.752272394,1,1,1,3,1,,CZ020,2110,7,2,2,,2119,Česko,18608.4806696392,False,True,99,1,0,0,0
3141,CZ15036,0.783283009,1,2,1,3,1,,CZ020,2110,7,2,2,,2119,Česko,18868.9548800282,False,True,99,1,0,0,0
3142,CZ15038,0.507763218,4,1,3,1,1,,CZ020,2110,6,2,88,,2110,Česko,0.0,False,False,2,1,1,1,0
3143,CZ15039,2.439979163,4,2,2,12,1,,CZ020,2110,7,2,88,,2110,Česko,0.0,False,False,99,1,1,1,0
3144,CZ15040,0.777888093,8,2,2,6,3,,CZ020,2110,1,1,88,,2110,Česko,0.0,False,False,99,0,0,0,0
3145,CZ15044,0.777888093,8,2,2,6,4,,CZ020,2106,7,1,88,,2106,Česko,0.0,False,False,99,0,0,0,0
3146,CZ15049,0.767168907,7,2,2,6,4,,CZ020,2106,1,1,88,,2106,Česko,0.0,False,False,99,1,0,0,0
3147,CZ15051,0.899265339,4,2,4,1,5,,CZ020,2124,6,4,3,,1100,Česko,41480.0,True,False,2,1,1,1,0
3148,CZ15054,1.257699028,3,1,2,1,7,,CZ020,2109,6,2,2,,2105,Česko,14624.0893531156,True,False,1,1,1,1,0
3149,CZ1506,1.066141179,6,1,2,1,2,,CZ020,2108,6,5,3,,3215,Česko,108903.321000666,True,False,1,1,1,1,0
3150,CZ15061,0.921319364,4,1,2,1,8,,CZ064,6203,6,2,1,,6203,Česko,8807.999287096869,True,False,1,1,0,1,0
3151,CZ15063,0.898303635,4,2,2,1,8,,CZ064,6203,3,2,1,,6203,Česko,2898.84312700989,True,False,1,0,0,1,0
3152,CZ15066,0.756651069,6,2,2,1,2,,CZ020,2114,6,1,1,,2114,Česko,4448.8908966092795,True,False,1,1,1,1,0
3153,CZ15070,0.606437978,5,1,2,1,3,,CZ020,2105,6,1,1,,2105,Česko,3169.20347807035,True,False,2,1,1,1,0
3154,CZ15074,1.184643565,3,1,2,1,2,,CZ020,2105,6,1,2,,2109,Česko,7535.8407674707505,True,False,2,1,1,1,0
3155,CZ15077,0.756651069,6,2,2,1,2,,CZ064,6216,1,1,88,,6216,Česko,0.0,False,False,1,1,1,1,0
3156,CZ15079,0.604576995,8,1,2,2,8,,CZ010,1100,6,2,1,,1100,Česko,6696.51842947968,True,False,2,1,0,1,0
3157,CZ1508,0.839737293,5,2,2,1,2,,CZ020,2108,1,1,1,,2108,Česko,252.87563169664102,True,False,1,1,1,1,0
3158,CZ15080,0.899265339,4,2,4,1,8,,CZ010,1100,1,1,1,,1100,Česko,336.252391240532,True,False,1,1,1,1,1
3159,CZ15081,0.96329053,4,1,4,1,8,,CZ010,1100,6,5,1,,1100,Česko,2770.0,True,False,1,1,0,1,1
3160,CZ15084,0.839737293,5,2,2,1,6,,CZ080,8104,2,1,6,,8104,Česko,1764.54258752875,True,False,1,0,1,0,0
3161,CZ15085,1.066141179,6,1,2,1,2,,CZ042,4213,6,2,1,,4213,Česko,3655.43904617484,True,False,1,1,0,1,0
3162,CZ15087,0.606437978,5,1,2,1,3,,CZ042,4205,1,2,1,,4205,Česko,2600.0,True,False,1,1,1,1,1
3163,CZ1509,0.583812885,8,1,2,6,8,,CZ010,1100,7,1,88,,1100,Česko,0.0,False,False,99,1,0,1,0
3164,CZ15091,0.653980951,6,1,2,1,1,,CZ072,7211,6,1,1,,7211,Česko,2476.64894447438,True,False,1,1,0,1,0
3165,CZ15092,0.839737293,5,2,2,1,1,,CZ072,7211,6,1,1,,7211,Česko,7233.554802245761,True,False,1,1,1,1,0
3166,CZ15094,0.636187221,8,1,4,6,3,,CZ064,6204,7,1,88,,6204,Česko,0.0,False,False,99,1,1,1,0
3167,CZ15095,0.806367477,5,1,2,7,3,,CZ064,6204,6,1,88,,6204,Česko,0.0,False,False,2,0,0,1,0
3168,CZ15096,1.066141179,6,1,2,1,4,,CZ072,7203,1,1,1,,7203,Česko,701.03744870589,True,False,1,1,1,1,0
3169,CZ15097,1.618409603,5,2,2,12,4,,CZ072,7203,1,1,88,,7203,Česko,0.0,False,False,99,0,0,0,0
3170,CZ15098,0.583812885,8,1,2,6,8,,CZ080,8119,1,1,88,,8119,Česko,0.0,False,False,99,0,0,1,0
3171,CZ15099,0.777888093,8,2,2,6,8,,CZ080,8119,3,2,88,,8119,Česko,0.0,False,False,99,0,0,0,0
3172,CZ151,0.921319364,4,1,2,1,1,,CZ063,6101,6,2,2,,6115,Česko,17305.2691010244,True,False,1,1,0,1,0
3173,CZ1510,0.955674809,7,2,2,6,8,,CZ010,1100,6,1,88,,1100,Česko,0.0,False,False,99,1,0,1,0
3174,CZ15104,1.066141179,6,1,2,1,5,,CZ041,4105,1,1,88,,4105,Česko,0.0,False,False,1,0,0,1,0
3175,CZ15106,1.112479755,3,2,2,1,7,,CZ080,8108,4,4,2,,8119,Česko,15740.0652008726,True,False,1,1,1,1,0
3176,CZ1511,1.105518705,7,2,4,6,8,,CZ010,1100,3,2,88,,1100,Česko,0.0,False,False,99,1,1,1,0
3177,CZ15110,0.171536502,5,1,3,1,7,,CZ080,8111,6,1,1,,8111,Česko,3599.9842122265104,True,False,1,1,1,1,1
3178,CZ15111,0.716476682,5,2,2,1,7,,CZ080,8111,3,2,1,,8111,Česko,2050.6321596393204,True,False,1,0,1,1,1
3179,CZ15112,0.752272394,1,1,1,3,7,,CZ080,8111,1,1,6,,8111,Česko,338.983730169281,False,True,99,0,1,0,1
3180,CZ15115,0.809278903,5,1,4,1,8,,CZ010,1100,6,2,1,,1100,Česko,8204.101929285549,True,False,1,1,1,0,0
3181,CZ1512,1.105518705,7,2,4,6,8,,CZ010,1100,1,3,88,,1100,Česko,0.0,False,False,99,1,1,1,0
3182,CZ15120,0.921319364,4,1,2,1,6,,CZ041,4103,6,5,1,,4103,Česko,2200.0,True,False,1,1,0,1,0
3183,CZ15122,0.606437978,5,1,2,1,2,,CZ053,5307,6,2,2,,5313,Česko,11071.376621813799,True,False,1,1,0,1,0
3184,CZ15123,0.716476682,5,2,2,1,2,,CZ053,5307,4,2,2,,5314,Česko,10475.0487238979,True,False,1,1,0,0,0
3185,CZ1513,0.756651069,6,2,2,1,1,,CZ020,2111,5,3,1,,2111,Česko,8480.0,True,False,2,1,1,1,0
3186,CZ15130,0.517469231,8,2,2,6,6,,CZ041,4103,7,2,88,,4103,Česko,0.0,False,False,99,0,0,0,0
3187,CZ15131,0.636187221,8,1,4,6,6,,CZ041,4103,6,2,88,,4103,Česko,0.0,False,False,99,1,1,1,0
3188,CZ15132,1.911637687,8,2,1,6,1,,CZ071,7108,7,1,88,,7108,Česko,0.0,False,False,99,0,1,0,0
3189,CZ15133,0.956728876,5,1,2,1,6,,CZ072,7203,2,2,1,,7203,Česko,6516.90006380508,True,False,1,0,1,1,0
3190,CZ15135,0.839737293,5,2,2,1,2,,CZ071,7108,1,2,1,,7108,Česko,369.08502912681,True,False,1,1,0,0,0
3191,CZ15136,0.956728876,5,1,2,1,2,,CZ071,7108,1,1,1,,7108,Česko,369.08502912681,True,False,1,1,0,1,0
3192,CZ15137,0.756651069,6,2,2,1,2,,CZ071,7108,2,1,88,,7108,Česko,0.0,False,False,1,1,1,1,0
3193,CZ15138,1.257699028,3,1,2,1,2,,CZ071,7108,6,6,3,,2105,Česko,287510.0,True,False,2,1,1,1,0
3194,CZ15139,0.653980951,6,1,2,1,2,,CZ071,7108,7,6,3,,2105,Česko,287510.0,True,False,2,1,1,1,0
3195,CZ1514,1.066141179,6,1,2,1,1,,CZ020,2111,6,1,3,,6203,Česko,256209.99999999997,True,False,1,1,1,1,0
3196,CZ15143,4.085746542,3,1,1,11,5,,CZ032,3214,7,4,88,,3214,Česko,0.0,False,False,99,1,0,1,0
3197,CZ15144,1.22657516,4,2,1,12,5,,CZ032,3214,7,4,88,,3214,Česko,0.0,False,False,99,1,0,0,0
3198,CZ15146,0.510718318,2,1,2,11,5,,CZ032,3214,7,4,88,,3214,Česko,0.0,False,False,99,1,0,0,0
3199,CZ15148,0.783283009,1,2,1,3,7,,CZ052,5205,3,3,1,,5205,Česko,8750.0,False,True,99,0,1,0,1
3200,CZ1515,1.025976354,3,1,4,1,1,,CZ020,2111,5,5,3,,1100,Česko,24980.0,True,False,2,1,1,1,0
3201,CZ15150,0.606437978,5,1,2,1,7,,CZ052,5205,6,2,1,,5205,Česko,4549.59221460502,True,False,2,1,1,1,0
3202,CZ15153,0.783283009,1,2,1,3,7,,CZ080,8108,1,1,6,,8108,Česko,126.78652177373701,False,True,99,1,1,0,0
3203,CZ15154,0.921319364,4,1,2,1,7,,CZ080,8108,6,1,6,,8108,Česko,2304.26867401852,True,False,2,1,1,1,0
3204,CZ15155,0.752272394,1,1,1,3,7,,CZ080,8108,1,1,6,,8108,Česko,126.78652177373701,False,True,99,1,1,0,0
3205,CZ15158,1.605315878,4,1,2,1,3,,CZ080,8119,6,2,3,,5104,Česko,315240.0,True,False,1,1,1,1,0
3206,CZ15160,1.017968925,7,1,2,6,7,,CZ080,8111,6,2,88,,8111,Česko,0.0,False,False,99,1,1,1,0
3207,CZ15161,0.921319364,4,1,2,1,6,,CZ072,7212,1,1,1,,7212,Česko,1987.29297492149,True,False,1,0,0,0,0
3208,CZ15163,1.112479755,3,2,2,1,7,,CZ031,3102,1,1,1,,3102,Česko,759.780689333019,True,False,1,0,1,0,0
3209,CZ15165,0.916342155,5,1,1,6,7,,CZ031,3102,3,2,88,,3102,Česko,0.0,False,False,99,0,0,0,0
3210,CZ15166,0.955674809,7,2,2,6,7,,CZ031,3102,3,2,88,,3102,Česko,0.0,False,False,99,0,0,0,0
3211,CZ15169,1.017968925,7,1,2,6,1,,CZ064,6219,6,1,88,,6219,Česko,0.0,False,False,99,1,1,1,0
3212,CZ15170,0.767168907,7,2,2,6,1,,CZ064,6219,7,1,88,,6219,Česko,0.0,False,False,99,0,1,0,0
3213,CZ15173,1.01053916,6,1,4,1,8,,CZ071,7107,1,1,88,,7107,Česko,0.0,False,False,2,0,0,1,0
3214,CZ15174,0.606437978,5,1,2,1,2,,CZ064,6220,6,2,1,,6220,Česko,3129.34622656014,True,False,2,1,1,1,0
3215,CZ15175,0.716476682,5,2,2,1,2,,CZ064,6220,3,2,1,,6220,Česko,2797.46177271466,True,False,1,1,1,1,1
3216,CZ15176,1.114598701,3,2,2,1,8,,CZ080,8119,3,2,1,,8119,Česko,4512.306182808729,True,False,1,0,1,0,1
3217,CZ15177,1.196375642,3,2,4,1,3,,CZ032,3211,6,3,2,,3209,Česko,17794.6954016233,True,False,1,1,1,1,0
3218,CZ15178,0.96329053,4,1,4,1,3,,CZ032,3211,6,3,2,,3209,Česko,20745.2125154011,True,False,1,1,1,1,0
3219,CZ15179,0.839737293,5,2,2,1,3,,CZ064,6204,1,1,88,,6204,Česko,0.0,False,False,1,1,1,1,0
3220,CZ15180,1.066141179,6,1,2,1,3,,CZ064,6204,7,2,2,,6206,Česko,14436.0327943951,True,False,1,1,0,1,0
3221,CZ15181,0.699774328,8,1,2,6,6,,CZ080,8114,6,2,88,,8114,Česko,0.0,False,False,99,1,0,1,0
3222,CZ15182,0.777888093,8,2,2,6,6,,CZ080,8114,1,2,88,,8114,Česko,0.0,False,False,99,1,0,0,0
3223,CZ15186,1.066141179,6,1,2,1,7,,CZ080,8111,4,4,2,,8106,Česko,38130.0,True,False,1,0,1,1,1
3224,CZ15188,0.653980951,6,1,2,1,2,,CZ053,5310,6,1,1,,5310,Česko,8529.92022008254,True,False,1,1,0,1,0
3225,CZ15190,1.184643565,3,1,2,1,4,,CZ080,8117,6,3,2,,8115,Česko,28698.189763239297,True,False,1,1,0,1,0
3226,CZ15193,1.79432369,5,1,2,6,7,,CZ080,8111,1,1,88,,8111,Česko,0.0,False,False,99,0,1,1,0
3227,CZ15194,1.334677204,2,1,1,3,2,,CZ064,6217,7,1,1,,6217,Česko,5598.82092697723,False,True,99,1,1,1,0
3228,CZ15196,0.517469231,8,2,2,6,6,,CZ041,4107,7,1,88,,4107,Česko,0.0,False,False,99,0,0,0,0
3229,CZ15198,2.004483044,6,2,2,12,6,,CZ042,4213,3,2,88,,4213,Česko,0.0,False,False,99,0,0,0,1
3230,CZ15199,1.275111705,7,1,4,6,6,,CZ042,4213,1,2,88,,4213,Česko,0.0,False,False,99,1,1,1,0
3231,CZ15203,0.96329053,4,1,4,1,4,,CZ020,2105,6,2,2,,2101,Česko,24766.2750589359,True,False,2,1,0,1,0
3232,CZ15205,1.605315878,4,1,2,1,4,,CZ063,6105,5,2,1,,6105,Česko,7552.40865903727,True,False,1,1,0,1,0
3233,CZ15209,0.839737293,5,2,2,1,8,,CZ080,8119,4,5,2,,8102,Česko,23080.0,True,False,1,0,0,0,1
3234,CZ1521,0.645630363,5,2,4,1,4,,CZ020,2103,6,4,3,,5207,Česko,99000.0,True,False,2,1,1,1,0
3235,CZ15211,1.334677204,2,1,1,3,8,,CZ080,8119,3,3,1,,8119,Česko,7428.761290215841,False,True,99,0,0,0,1
3236,CZ15215,0.839737293,5,2,2,1,7,,CZ080,8117,3,1,6,,8117,Česko,810.297680840872,True,False,1,0,0,0,0
3237,CZ15216,0.783283009,1,2,1,3,7,,CZ080,8117,1,1,1,,8117,Česko,564.39820327217,False,True,99,0,1,0,0
3238,CZ15217,0.956728876,5,1,2,1,7,,CZ080,8117,1,6,88,,8117,Česko,0.0,False,False,2,1,1,1,0
3239,CZ15228,0.767168907,7,2,2,6,4,,CZ080,8103,1,2,1,,8103,Česko,500.0,True,False,99,0,0,0,0
3240,CZ15229,1.017968925,7,1,2,6,4,,CZ080,8103,1,1,1,,8103,Česko,300.0,True,False,99,1,0,1,0
3241,CZ15230,1.605315878,4,1,2,1,5,,CZ053,5301,6,1,1,,5301,Česko,508.93413610888706,True,False,1,1,0,1,0
3242,CZ15231,0.422578531,4,2,2,4,4,,CZ052,5202,4,2,88,,5202,Česko,0.0,False,False,99,1,0,1,0
3243,CZ15232,0.921319364,4,1,2,1,4,,CZ052,5202,6,1,2,,5213,Česko,12135.7547826556,True,False,1,1,0,1,0
3244,CZ15236,0.752272394,1,1,1,3,2,,CZ042,4201,3,1,1,,4201,Česko,2672.29105063578,False,True,99,1,1,0,0
3245,CZ15239,0.96329053,4,1,4,1,5,,CZ020,2104,6,1,6,,2104,Česko,535.0102135214579,True,False,1,1,0,1,0
3246,CZ15242,0.756651069,6,2,2,1,4,,CZ020,2115,6,1,1,,2115,Česko,980.21252788224,True,False,1,1,1,1,0
