,TripID,PersonID,TripOrderNum,OriginStart,DestEnd,TripMainMode,OriginTownCode,DestTownCode,OriginState,DestState,OriginDistrictCode,DestDistrictCode,CrowFliesTripDist,OriginPurpose,DestPurpose,DeclaredTripTime
24569,CZ24570,CZ12987,2,51300,52200,2,,,Česko,Česko,7111,7111,1443.98322963397,4,1,15.0
8983,CZ8984,CZ1299,1,23400,24600,6,,,Česko,Česko,7213,5206,229040.0,1,4,19.8
8984,CZ8985,CZ1299,2,56400,61200,6,,,Česko,Česko,5206,7213,228820.0,4,1,79.80000000000001
24574,CZ24575,CZ12991,1,20700,21300,6,,,Česko,Česko,5205,5205,1567.91536420838,1,4,10.200000000000001
24575,CZ24576,CZ12991,2,43200,44100,6,,,Česko,Česko,5205,5205,1044.06445942244,4,3,15.0
24576,CZ24577,CZ12991,3,50400,51000,6,,,Česko,Česko,5205,5205,2384.11047797499,3,1,10.200000000000001
24578,CZ24579,CZ12993,1,28800,29400,1,,,Česko,Česko,4211,4211,939.9364860466391,1,3,10.200000000000001
24577,CZ24578,CZ12993,2,32400,33000,1,,,Česko,Česko,4211,4211,939.9364860466391,3,1,10.200000000000001
24580,CZ24581,CZ12994,1,30000,31200,1,,,Česko,Česko,7213,6106,164560.0,1,2,19.8
24579,CZ24580,CZ12994,2,39600,40800,1,,,Česko,Česko,6106,7213,164550.0,2,1,19.8
24581,CZ24582,CZ12995,1,30000,31200,1,,,Česko,Česko,7213,7213,669.699451359753,1,3,19.8
24582,CZ24583,CZ12995,2,39600,40800,1,,,Česko,Česko,7213,7213,669.699451359753,3,1,19.8
24584,CZ24585,CZ12996,1,19800,21600,6,,,Česko,Česko,7213,7213,12510.9924948447,1,4,30.0
24583,CZ24584,CZ12996,2,51600,53400,6,,,Česko,Česko,7213,7213,12510.9924948447,4,1,30.0
24585,CZ24586,CZ12997,1,21600,22800,6,,,Česko,Česko,7202,7213,9246.466614252251,1,4,19.8
24586,CZ24587,CZ12997,2,55800,57600,6,,,Česko,Česko,7213,7202,9246.466614252251,4,1,30.0
24587,CZ24588,CZ12998,1,23400,27000,6,,,Česko,Česko,7202,6203,74439.3513014814,1,4,60.0
24588,CZ24589,CZ12998,2,61800,65400,6,,,Česko,Česko,6203,7202,74439.3513014814,4,1,60.0
24589,CZ24590,CZ12999,1,19800,20700,6,,,Česko,Česko,7202,5207,295460.0,1,4,15.0
24590,CZ24591,CZ12999,2,55800,56700,6,,,Česko,Česko,5207,7202,296320.0,4,1,15.0
47641,CZ47641,CZ1300,1,36000,37500,6,,,Česko,Česko,3202,3202,23683.2470791759,1,3,25.2
47640,CZ47642,CZ1300,2,50400,51900,6,,,Česko,Česko,3202,3202,23683.2470791759,3,1,25.2
24591,CZ24592,CZ13000,1,47400,48000,4,,,Česko,Česko,7202,7202,4456.74896823686,1,4,10.200000000000001
24592,CZ24593,CZ13000,2,79800,80400,7,,,Česko,Česko,7202,7202,4456.74896823686,4,1,10.200000000000001
24594,CZ24595,CZ13002,1,43200,43800,1,,,Česko,Česko,6203,6203,3530.0,1,6,10.200000000000001
24593,CZ24594,CZ13002,2,45900,45960,1,,,Česko,Česko,6203,6203,4030.0000000000005,6,3,1.2
24595,CZ24596,CZ13002,3,46800,47100,3,,,Česko,Česko,6203,6203,603.526805999654,3,1,4.8
1152,CZ1153,CZ13013,1,24000,24300,6,,,Česko,Česko,6102,6102,407.511270770144,1,4,4.8
1151,CZ1152,CZ13013,2,56400,56700,6,,,Česko,Česko,6102,6102,407.511270770144,4,1,4.8
812,CZ816,CZ13017,1,30600,31500,6,,,Česko,Česko,4206,4206,3258.6815410663303,1,3,15.0
815,CZ813,CZ13017,2,35100,36000,6,,,Česko,Česko,4206,4206,3258.6815410663303,3,1,15.0
813,CZ814,CZ13017,3,45000,46500,6,,,Česko,Česko,4206,4206,4472.82853084951,1,2,25.2
814,CZ815,CZ13017,4,57600,59100,6,,,Česko,Česko,4206,4206,4472.82853084951,2,1,25.2
1572,CZ1573,CZ13018,1,28800,30900,6,,,Česko,Česko,4206,4208,50660.0,1,4,34.8
1571,CZ1575,CZ13018,2,39600,42300,6,,,Česko,Česko,4208,4206,41181.8884318852,4,1,45.0
1574,CZ1572,CZ13018,3,45000,46500,7,,,Česko,Česko,4206,6203,315180.0,1,2,25.2
1573,CZ1574,CZ13018,4,57600,59100,7,,,Česko,Česko,6203,4206,314520.0,2,1,25.2
2392,CZ2393,CZ13021,1,50400,51300,3,,,Česko,Česko,5105,5105,3110.2412032789202,1,3,15.0
2391,CZ2392,CZ13021,2,57000,58200,3,,,Česko,Česko,5105,5105,3110.2412032789202,3,1,19.8
47323,CZ47324,CZ13022,1,25800,27300,7,,,Česko,Česko,6110,6103,18376.258060879198,1,6,25.2
47324,CZ47325,CZ13022,2,40200,40500,7,,,Česko,Česko,6103,6110,15678.3942634017,6,3,4.8
47325,CZ47326,CZ13022,3,43200,44400,7,,,Česko,Česko,6110,6110,14927.2713555411,3,1,19.8
44054,CZ44053,CZ13023,1,25800,27300,6,,,Česko,Česko,6110,6103,18376.258060879198,1,6,25.2
44053,CZ44054,CZ13023,2,40200,40500,6,,,Česko,Česko,6103,6110,15678.3942634017,6,3,4.8
44052,CZ44055,CZ13023,3,43200,44400,6,,,Česko,Česko,6110,6110,14927.2713555411,3,1,19.8
24605,CZ24606,CZ13025,1,32400,33600,6,,,Česko,Česko,6105,6105,2867.12373902236,1,6,19.8
24606,CZ24607,CZ13025,2,40500,41100,6,,,Česko,Česko,6105,6105,1959.9639155958498,6,3,10.200000000000001
24604,CZ24605,CZ13025,3,43800,44400,6,,,Česko,Česko,6105,6105,1096.35652819297,3,1,10.200000000000001
24607,CZ24608,CZ13027,1,25200,25800,7,,,Česko,Česko,4213,4213,4604.45328614268,1,2,10.200000000000001
24608,CZ24609,CZ13027,2,54000,54600,7,,,Česko,Česko,4213,4213,4604.45328614268,2,1,10.200000000000001
24610,CZ24611,CZ13028,1,25200,25800,7,,,Česko,Česko,4213,4213,4604.45328614268,1,2,10.200000000000001
24609,CZ24610,CZ13028,2,54000,54600,7,,,Česko,Česko,4213,4213,4604.45328614268,2,1,10.200000000000001
24612,CZ24613,CZ13029,1,27000,28200,7,,,Česko,Česko,4213,4213,2340.0,1,5,19.8
24611,CZ24612,CZ13029,2,55800,57000,7,,,Česko,Česko,4213,4213,1947.36912646416,5,1,19.8
24626,CZ24627,CZ13033,1,18000,19800,6,,,Česko,Česko,4204,4204,7360.0,1,4,30.0
24627,CZ24628,CZ13033,2,64800,66600,6,,,Česko,Česko,4204,4204,7320.0,4,1,30.0
24629,CZ24630,CZ13035,1,32400,33000,3,,,Česko,Česko,5214,5214,1222.25684181297,1,3,10.200000000000001
24628,CZ24629,CZ13035,2,39600,40200,3,,,Česko,Česko,5214,5214,1222.25684181297,3,1,10.200000000000001
24631,CZ24632,CZ13037,1,27000,29400,6,,,Česko,Česko,7204,7213,14962.2759755889,1,3,40.2
24630,CZ24631,CZ13037,2,57600,60000,6,,,Česko,Česko,7213,7204,14962.2759755889,3,1,40.2
24632,CZ24633,CZ13038,1,19800,30000,6,,,Česko,Česko,7204,6203,118190.0,1,6,169.8
24633,CZ24634,CZ13038,2,57600,67800,6,,,Česko,Česko,6203,7204,118660.0,6,1,169.8
1512,CZ1514,CZ13039,1,25800,27000,6,,,Česko,Česko,4206,4209,10298.6287505031,1,6,19.8
1513,CZ1513,CZ13039,2,36600,37800,6,,,Česko,Česko,4209,4206,10298.6287505031,6,1,19.8
1176,CZ1176,CZ1304,1,30000,30900,1,,,Česko,Česko,4206,4206,581.838606271118,1,3,15.0
1174,CZ1177,CZ1304,2,33000,33600,1,,,Česko,Česko,4206,4206,581.838606271118,3,1,10.200000000000001
1175,CZ1175,CZ1304,3,43500,43800,1,,,Česko,Česko,4206,4206,641.521639680498,1,6,4.8
1173,CZ1174,CZ1304,4,44700,45300,1,,,Česko,Česko,4206,4206,641.521639680498,6,1,10.200000000000001
24635,CZ24636,CZ13040,1,54000,54300,3,,,Česko,Česko,1100,1100,670.091534658045,1,3,4.8
24634,CZ24635,CZ13040,2,58200,58500,3,,,Česko,Česko,1100,1100,670.091534658045,3,1,4.8
24637,CZ24638,CZ13044,1,28800,30900,4,,,Česko,Česko,3205,3205,16335.935584136401,1,6,34.8
24636,CZ24637,CZ13044,2,40800,42900,4,,,Česko,Česko,3205,3205,16335.935584136401,6,1,34.8
24640,CZ24641,CZ13046,1,47400,48300,6,,,Česko,Česko,3205,3202,36880.0,1,4,15.0
24641,CZ24642,CZ13046,2,80100,81000,6,,,Česko,Česko,3202,3205,36920.0,4,1,15.0
24643,CZ24644,CZ13047,1,26400,27300,1,,,Česko,Česko,5110,5110,307.121308706004,1,5,15.0
24642,CZ24643,CZ13047,2,43200,44100,1,,,Česko,Česko,5110,5110,307.121308706004,5,1,15.0
24644,CZ24645,CZ13049,1,19800,21000,6,,,Česko,Česko,5110,4207,167210.0,1,4,19.8
24645,CZ24646,CZ13049,2,63000,64200,6,,,Česko,Česko,4207,5110,166990.0,4,1,19.8
24649,CZ24650,CZ13050,1,36000,36900,1,,,Česko,Česko,6203,6203,138.93178209725,1,3,15.0
24646,CZ24647,CZ13050,2,39600,40500,1,,,Česko,Česko,6203,6203,138.93178209725,3,1,15.0
24650,CZ24651,CZ13051,1,28800,34200,4,,,Česko,Česko,6203,6215,39560.0,1,2,90.0
24651,CZ24652,CZ13051,2,59400,64800,4,,,Česko,Česko,6215,6203,41770.0,2,1,90.0
48682,CZ48682,CZ13052,1,44400,45000,1,,,Česko,Česko,5215,5215,672.090875613885,1,4,10.200000000000001
48681,CZ48683,CZ13052,2,65100,65700,1,,,Česko,Česko,5215,5215,672.090875613885,4,1,10.200000000000001
45988,CZ45989,CZ13053,1,25800,27600,1,,,Česko,Česko,5215,5215,1224.46590150403,1,4,30.0
45990,CZ45990,CZ13053,2,58200,58800,1,,,Česko,Česko,5215,5215,1055.4698062397101,4,3,10.200000000000001
45989,CZ45991,CZ13053,3,61500,62700,1,,,Česko,Česko,5215,5215,269.662795617817,3,1,19.8
50341,CZ50342,CZ13054,1,27600,28200,2,,,Česko,Česko,5215,5215,1577.91514985138,1,5,10.200000000000001
50342,CZ50343,CZ13054,2,50400,51000,2,,,Česko,Česko,5215,5215,1577.91514985138,5,1,10.200000000000001
1994,CZ1994,CZ13061,1,18900,19500,3,,,Česko,Česko,4206,4206,4253.04437179712,1,4,10.200000000000001
1993,CZ1995,CZ13061,2,51000,51900,3,,,Česko,Česko,4206,4206,4253.04437179712,4,1,15.0
1497,CZ1498,CZ13062,1,22200,23100,3,,,Česko,Česko,4206,4206,6677.87037301009,1,4,15.0
1498,CZ1499,CZ13062,2,54300,55200,3,,,Česko,Česko,4206,4206,6677.87037301009,4,1,15.0
24662,CZ24663,CZ13063,1,24600,24900,1,,,Česko,Česko,6220,3117,167340.0,1,4,4.8
24663,CZ24664,CZ13063,2,57300,57600,1,,,Česko,Česko,3117,6220,167340.0,4,1,4.8
24667,CZ24668,CZ13065,1,50400,51300,6,,,Česko,Česko,6220,6220,8228.886470998,1,3,15.0
24668,CZ24669,CZ13065,2,53100,54000,6,,,Česko,Česko,6220,6220,8228.886470998,3,1,15.0
24669,CZ24670,CZ13066,1,50400,51300,7,,,Česko,Česko,6220,6220,8228.886470998,1,3,15.0
24670,CZ24671,CZ13066,2,53100,54000,7,,,Česko,Česko,6220,6220,8228.886470998,3,1,15.0
45084,CZ45085,CZ1307,1,25200,27000,3,,,Česko,Česko,5105,5105,12027.0193173303,1,2,30.0
45085,CZ45086,CZ1307,2,48000,49800,3,,,Česko,Česko,5105,5105,12027.0193173303,2,1,30.0
4181,CZ4182,CZ13072,1,25800,27300,6,,,Česko,Česko,4206,4203,11459.326099025599,1,4,25.2
4182,CZ4183,CZ13072,2,59400,60900,6,,,Česko,Česko,4203,4206,11459.326099025599,4,1,25.2
4771,CZ4772,CZ13073,1,24600,25500,6,,,Česko,Česko,4206,4206,5765.0922069391,1,4,15.0
4772,CZ4773,CZ13073,2,59400,60300,6,,,Česko,Česko,4206,4206,5765.0922069391,4,1,15.0
24682,CZ24683,CZ13075,1,21600,22800,6,,,Česko,Česko,7102,7102,1038.17834403377,1,4,19.8
24681,CZ24682,CZ13075,2,54000,55200,6,,,Česko,Česko,7102,7102,1038.17834403377,4,1,19.8
38220,CZ38220,CZ13076,1,30000,31200,1,,,Česko,Česko,2110,2110,484.809004150541,1,3,19.8
38219,CZ38221,CZ13076,2,40800,42600,1,,,Česko,Česko,2110,2110,484.809004150541,3,1,30.0
248,CZ249,CZ13077,1,25500,26100,3,,,Česko,Česko,4206,4206,1065.926002522,1,6,10.200000000000001
249,CZ250,CZ13077,2,39000,39600,3,,,Česko,Česko,4206,4206,1065.926002522,6,1,10.200000000000001
3010,CZ3013,CZ13079,1,22500,22980,6,,,Česko,Česko,4203,4203,1911.83103467561,1,4,7.800000000000001
3012,CZ3012,CZ13079,2,45600,45780,1,,,Česko,Česko,4203,4203,500.0,4,3,3.0
3011,CZ3011,CZ13079,3,46500,46680,1,,,Česko,Česko,4203,4203,500.0,3,4,3.0
3009,CZ3010,CZ13079,4,58800,59280,6,,,Česko,Česko,4203,4203,1911.83103467561,4,1,7.800000000000001
5245,CZ5246,CZ1308,1,25200,26400,2,,,Česko,Česko,6221,6221,470.0,1,3,19.8
5247,CZ5248,CZ1308,2,28800,30000,2,,,Česko,Česko,6221,6221,470.0,3,1,19.8
5246,CZ5249,CZ1308,3,32400,33600,2,,,Česko,Česko,6221,6221,670.0,1,6,19.8
5248,CZ5251,CZ1308,4,35400,36600,2,,,Česko,Česko,6221,6221,670.0,6,1,19.8
5249,CZ5247,CZ1308,5,37800,39000,2,,,Česko,Česko,6221,6207,3499.2582967532903,1,3,19.8
5250,CZ5250,CZ1308,6,43200,44400,2,,,Česko,Česko,6207,6221,3499.2582967532903,3,1,19.8
4694,CZ4698,CZ13082,1,25200,27000,3,,,Česko,Česko,4203,4203,3860.6909525112,1,5,30.0
4693,CZ4696,CZ13082,2,52500,53400,1,,,Česko,Česko,4203,4203,676.715138340067,5,3,15.0
4695,CZ4694,CZ13082,3,55800,56700,1,,,Česko,Česko,4203,4203,676.715138340067,3,5,15.0
4697,CZ4697,CZ13082,4,61500,62100,1,,,Česko,Česko,4203,4203,633.835668933201,5,6,10.200000000000001
4696,CZ4695,CZ13082,5,62700,63900,7,,,Česko,Česko,4203,4203,4418.0718207911,6,1,19.8
1078,CZ1080,CZ13084,1,30600,30900,6,,,Česko,Česko,4206,4206,2091.89132624219,1,3,4.8
1080,CZ1079,CZ13084,2,33300,33600,6,,,Česko,Česko,4206,4206,2091.89132624219,3,1,4.8
1079,CZ1082,CZ13084,3,47400,48000,6,,,Česko,Česko,4206,4206,2865.8620629003,1,4,10.200000000000001
1081,CZ1081,CZ13084,4,79680,80280,6,,,Česko,Česko,4206,4206,2865.8620629003,4,1,10.200000000000001
24684,CZ24685,CZ13086,1,27000,28980,3,,,Česko,Česko,1100,1100,8498.64025072052,1,4,33.0
24683,CZ24684,CZ13086,2,76500,78480,3,,,Česko,Česko,1100,1100,8498.64025072052,4,1,33.0
24685,CZ24686,CZ13087,1,39600,41580,3,,,Česko,Česko,1100,1100,8498.64025072052,1,4,33.0
24686,CZ24687,CZ13087,2,72000,73980,3,,,Česko,Česko,1100,1100,8498.64025072052,4,1,33.0
24687,CZ24688,CZ13088,1,21600,21900,1,,,Česko,Česko,7205,6216,65480.00000000001,1,4,4.8
24690,CZ24691,CZ13088,2,52200,52500,1,,,Česko,Česko,6216,7205,65480.00000000001,4,1,4.8
24688,CZ24689,CZ13088,3,66600,66900,1,,,Česko,Česko,7205,7205,358.908042021478,1,2,4.8
24689,CZ24690,CZ13088,4,70800,71100,1,,,Česko,Česko,7205,7205,358.908042021478,2,1,4.8
6290,CZ6290,CZ1309,1,27000,27600,7,,,Česko,Česko,6221,6221,494.66621630792,1,6,10.200000000000001
6289,CZ6291,CZ1309,2,30600,31200,7,,,Česko,Česko,6221,6221,494.66621630792,6,1,10.200000000000001
24696,CZ24697,CZ13090,1,23400,23400,1,,,Česko,Česko,7205,7205,1000.0,1,2,10.200000000000001
24694,CZ24695,CZ13090,2,27000,27900,3,,,Česko,Česko,7205,7213,9567.13479550111,2,5,64.80000000000001
24695,CZ24696,CZ13090,3,48600,50100,3,,,Česko,Česko,7213,7205,9567.13479550111,5,1,25.2
6624,CZ6625,CZ13091,1,33000,34200,1,554804,554804,Česko,Česko,4214,4214,519.221583406225,1,3,19.8
6623,CZ6624,CZ13091,2,35400,36000,1,554804,554804,Česko,Česko,4214,4214,519.221583406225,3,1,10.200000000000001
38223,CZ38222,CZ13094,1,20100,20700,6,,,Česko,Česko,6110,6110,3212.1284748814796,1,4,10.200000000000001
38224,CZ38223,CZ13094,2,51000,51600,6,,,Česko,Česko,6110,6110,3212.1284748814796,4,1,10.200000000000001
38221,CZ38224,CZ13094,3,55800,56700,1,,,Česko,Česko,6110,6110,227.60080146146,1,3,15.0
38222,CZ38225,CZ13094,4,58800,61200,1,,,Česko,Česko,6110,6110,470.0,3,1,40.2
38226,CZ38226,CZ13096,1,22800,24900,6,,,Česko,Česko,5205,5206,16070.527583538598,1,4,34.8
38227,CZ38228,CZ13096,2,50400,51000,6,,,Česko,Česko,5206,5206,791.287962235297,4,3,10.200000000000001
38225,CZ38227,CZ13096,3,58200,60300,6,,,Česko,Česko,5206,5205,15693.515737308,3,1,34.8
42110,CZ42110,CZ13097,1,28200,28500,1,,,Česko,Česko,5205,5205,498.06316653801804,1,5,4.8
42109,CZ42111,CZ13097,2,46800,47100,1,,,Česko,Česko,5205,5205,498.06316653801804,5,1,4.8
42112,CZ42113,CZ13098,1,27000,27600,1,,,Česko,Česko,5205,5205,498.06316653801804,1,5,10.200000000000001
42111,CZ42112,CZ13098,2,51000,51600,1,,,Česko,Česko,5205,5205,498.06316653801804,5,1,10.200000000000001
7446,CZ7447,CZ131,1,19800,20400,6,,,Česko,Česko,4210,4210,1451.27833661244,1,4,10.200000000000001
7444,CZ7444,CZ131,2,54000,54600,6,,,Česko,Česko,4210,4210,1451.27833661244,4,1,10.200000000000001
7443,CZ7445,CZ131,3,58800,59700,1,,,Česko,Česko,4210,4210,413.773280861148,1,3,15.0
7445,CZ7446,CZ131,4,65400,66900,1,,,Česko,Česko,4210,4210,413.773280861148,3,1,25.2
8986,CZ8989,CZ1310,1,23040,23280,2,,,Česko,Česko,7213,7112,113510.0,1,4,4.2
8987,CZ8986,CZ1310,2,59400,59640,2,,,Česko,Česko,7112,7213,113510.0,4,1,4.2
8988,CZ8987,CZ1310,3,65400,66000,6,,,Česko,Česko,7213,7213,2506.76582863366,1,6,10.200000000000001
8985,CZ8988,CZ1310,4,66000,66420,6,,,Česko,Česko,7213,7213,2506.76582863366,6,1,7.199999999999999
24704,CZ24705,CZ13103,1,18000,18900,6,,,Česko,Česko,5205,5205,3256.4025013272403,1,4,15.0
24705,CZ24706,CZ13103,2,61200,61800,6,,,Česko,Česko,5205,5205,3256.4025013272403,4,1,10.200000000000001
1375,CZ1376,CZ13104,1,25200,26100,1,,,Česko,Česko,6102,6102,408.513664253419,1,6,15.0
1374,CZ1375,CZ13104,2,34800,35700,1,,,Česko,Česko,6102,6102,408.513664253419,6,1,15.0
24706,CZ24707,CZ13107,1,18600,19800,6,,,Česko,Česko,4203,4209,13646.240544379,1,4,19.8
24707,CZ24708,CZ13107,2,66600,67800,6,,,Česko,Česko,4209,4203,13646.240544379,4,1,19.8
24709,CZ24710,CZ13108,1,24600,25500,1,,,Česko,Česko,4203,4203,355.933926427239,1,6,15.0
24710,CZ24711,CZ13108,2,27000,27900,3,,,Česko,Česko,4203,4203,1519.9694009717898,6,4,15.0
24711,CZ24712,CZ13108,3,54900,55800,3,,,Česko,Česko,4203,4203,1519.9694009717898,4,6,15.0
24708,CZ24709,CZ13108,4,56700,57600,1,,,Česko,Česko,4203,4203,355.933926427239,6,1,15.0
24712,CZ24713,CZ13109,1,33600,34800,3,,,Česko,Česko,4203,4203,1438.70987537512,1,6,19.8
24713,CZ24714,CZ13109,2,40500,41700,3,,,Česko,Česko,4203,4203,1438.70987537512,6,1,19.8
8989,CZ8991,CZ1311,1,23400,24300,6,,,Česko,Česko,7213,7211,7208.19941341125,1,4,15.0
8990,CZ8990,CZ1311,2,57600,58500,6,,,Česko,Česko,7211,7213,7208.19941341125,4,1,15.0
24715,CZ24716,CZ13110,1,18000,19800,6,,,Česko,Česko,4203,4204,10568.509762919699,1,4,30.0
24714,CZ24715,CZ13110,2,66600,68400,6,,,Česko,Česko,4204,4203,10568.509762919699,4,1,30.0
24716,CZ24717,CZ13111,1,36000,36900,3,,,Česko,Česko,4203,4203,1187.01272652532,1,3,15.0
24717,CZ24718,CZ13111,2,44400,45300,3,,,Česko,Česko,4203,4203,1187.01272652532,3,1,15.0
45621,CZ45621,CZ13113,1,27000,30000,3,,,Česko,Česko,1100,1100,16420.0,1,4,49.8
45620,CZ45622,CZ13113,2,61200,64200,3,,,Česko,Česko,1100,1100,15900.0,4,1,49.8
51191,CZ51191,CZ13114,1,27000,30000,3,,,Česko,Česko,1100,1100,16420.0,1,5,49.8
51190,CZ51192,CZ13114,2,61200,64200,3,,,Česko,Česko,1100,1100,15900.0,5,1,49.8
48939,CZ48940,CZ13115,1,25200,26400,6,,,Česko,Česko,1100,1100,6372.2972017906895,1,4,19.8
48940,CZ48941,CZ13115,2,50400,51600,6,,,Česko,Česko,1100,1100,6372.2972017906895,4,1,19.8
38229,CZ38229,CZ13116,1,21000,21900,6,,,Česko,Česko,6203,6203,5305.37655039787,1,4,15.0
38231,CZ38230,CZ13116,2,61200,62100,6,,,Česko,Česko,6203,6203,5305.37655039787,4,1,15.0
38228,CZ38231,CZ13116,3,68400,70500,3,,,Česko,Česko,6203,6203,5965.839013094161,1,2,34.8
38230,CZ38232,CZ13116,4,82800,85200,3,,,Česko,Česko,6203,6203,7580.0,2,1,40.2
24718,CZ24719,CZ13117,1,19800,20400,6,,,Česko,Česko,6105,6105,1848.84467479037,1,4,10.200000000000001
24719,CZ24720,CZ13117,2,65700,66300,6,,,Česko,Česko,6105,6105,1848.84467479037,4,1,10.200000000000001
24720,CZ24721,CZ13118,1,19800,20100,6,,,Česko,Česko,1100,1100,2835.4887724783803,1,4,4.8
24721,CZ24722,CZ13118,2,57600,57900,6,,,Česko,Česko,1100,1100,2835.4887724783803,4,1,4.8
24723,CZ24724,CZ13119,1,27000,28800,6,,,Česko,Česko,1100,2105,9581.52275285004,1,4,30.0
24722,CZ24723,CZ13119,2,57600,59400,6,,,Česko,Česko,2105,1100,9581.52275285004,4,1,30.0
8991,CZ8993,CZ1312,1,36000,39600,7,,,Česko,Česko,6110,2101,43447.456806606,1,2,60.0
8992,CZ8992,CZ1312,2,72000,75600,7,,,Česko,Česko,2101,6110,43447.456806606,2,1,60.0
24724,CZ24725,CZ13120,1,25200,28200,3,,,Česko,Česko,1100,1100,14060.0,1,5,49.8
24725,CZ24726,CZ13120,2,54000,57300,3,,,Česko,Česko,1100,1100,13840.0,5,1,55.2
24728,CZ24729,CZ13121,1,46800,49200,3,,,Česko,Česko,1100,1100,3954.24441919923,1,6,40.2
24729,CZ24730,CZ13121,2,61200,63600,3,,,Česko,Česko,1100,1100,3954.24441919923,6,1,40.2
24726,CZ24727,CZ13121,3,64800,65400,1,,,Česko,Česko,1100,1100,647.9748417326559,1,3,10.200000000000001
24727,CZ24728,CZ13121,4,66000,67200,1,,,Česko,Česko,1100,1100,647.9748417326559,3,1,19.8
47739,CZ47740,CZ13122,1,22500,23100,6,,,Česko,Česko,2122,2122,3010.64319562532,1,4,10.200000000000001
47741,CZ47741,CZ13122,2,55800,56400,6,,,Česko,Česko,2122,2122,3010.64319562532,4,1,10.200000000000001
47740,CZ47742,CZ13122,3,68400,68700,1,,,Česko,Česko,2122,2122,193.48434778239402,1,2,4.8
47742,CZ47743,CZ13122,4,75600,75900,1,,,Česko,Česko,2122,2122,193.48434778239402,2,1,4.8
46455,CZ46455,CZ13123,1,25200,26400,6,,,Česko,Česko,2122,2105,9911.35906720955,1,4,19.8
46457,CZ46456,CZ13123,2,57600,58800,6,,,Česko,Česko,2105,2122,9911.35906720955,4,1,19.8
46456,CZ46457,CZ13123,3,61200,61800,6,,,Česko,Česko,2122,2122,2092.9665342517997,1,6,10.200000000000001
46454,CZ46458,CZ13123,4,66600,67200,6,,,Česko,Česko,2122,2122,2092.9665342517997,6,1,10.200000000000001
49274,CZ49273,CZ13125,1,27000,28200,6,,,Česko,Česko,2122,2122,3656.21889353205,1,6,19.8
49272,CZ49274,CZ13125,2,28800,29100,6,,,Česko,Česko,2122,2105,6301.958902481209,6,4,4.8
49273,CZ49275,CZ13125,3,50400,50700,6,,,Česko,Česko,2105,2125,46010.0,4,6,4.8
49275,CZ49276,CZ13125,4,52200,53400,6,,,Česko,Česko,2125,2122,32759.1624339814,6,1,19.8
24732,CZ24733,CZ13126,1,31500,32400,1,,,Česko,Česko,3111,3111,190.770676093817,1,6,15.0
24733,CZ24734,CZ13126,2,36600,37500,1,,,Česko,Česko,3111,3111,190.770676093817,6,1,15.0
24731,CZ24732,CZ13126,3,44100,45000,1,,,Česko,Česko,3111,3111,190.770676093817,1,6,15.0
24730,CZ24731,CZ13126,4,49800,50700,1,,,Česko,Česko,3111,3111,190.770676093817,6,1,15.0
24734,CZ24735,CZ13127,1,32700,33000,2,,,Česko,Česko,3111,3111,190.770676093817,1,6,4.8
24735,CZ24736,CZ13127,2,36600,36900,2,,,Česko,Česko,3111,3111,190.770676093817,6,1,4.8
24736,CZ24737,CZ13127,3,45000,45300,2,,,Česko,Česko,3111,3111,190.770676093817,1,6,4.8
24737,CZ24738,CZ13127,4,49800,50100,2,,,Česko,Česko,3111,3111,190.770676093817,6,1,4.8
24738,CZ24739,CZ13129,1,18000,19500,6,,,Česko,Česko,5214,5214,9872.393358809979,1,4,25.2
24739,CZ24740,CZ13129,2,61200,63000,6,,,Česko,Česko,5214,5214,9872.393358809979,4,1,30.0
8993,CZ8994,CZ1313,1,36000,39600,6,,,Česko,Česko,6110,2101,43447.456806606,1,2,60.0
8994,CZ8995,CZ1313,2,72000,75600,6,,,Česko,Česko,2101,6110,43447.456806606,2,1,60.0
24745,CZ24746,CZ13132,1,25200,27000,3,,,Česko,Česko,1100,1100,8373.84790394759,1,4,30.0
24746,CZ24747,CZ13132,2,27000,27600,1,,,Česko,Česko,1100,1100,3150.0,4,4,10.200000000000001
24744,CZ24745,CZ13132,3,64800,66600,3,,,Česko,Česko,1100,1100,10766.068225433599,4,1,30.0
24751,CZ24752,CZ13134,1,54600,55500,7,,,Česko,Česko,4202,4202,6190.806945711661,1,3,15.0
24750,CZ24751,CZ13134,2,59400,60300,7,,,Česko,Česko,4202,4202,6190.806945711661,3,1,15.0
24755,CZ24756,CZ13135,1,19200,20100,6,,,Česko,Česko,4202,4215,5773.15845190338,1,4,15.0
24752,CZ24753,CZ13135,2,51000,51900,6,,,Česko,Česko,4215,4202,5773.15845190338,4,1,15.0
24754,CZ24755,CZ13135,3,54600,55500,6,,,Česko,Česko,4202,4202,6190.806945711661,1,3,15.0
24753,CZ24754,CZ13135,4,59400,60300,6,,,Česko,Česko,4202,4202,6190.806945711661,3,1,15.0
24756,CZ24757,CZ13138,1,25800,27600,3,,,Česko,Česko,1100,1100,6452.373816706529,1,6,30.0
24757,CZ24758,CZ13138,2,41400,43200,3,,,Česko,Česko,1100,1100,6452.373816706529,6,1,30.0
24761,CZ24762,CZ13139,1,27000,28380,3,,,Česko,Česko,1100,1100,5447.10742579499,1,2,22.8
